CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
22.646.161/0001-90;2026-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2026-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2026-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 1 - Village Acqua;n/a;n/a
22.646.161/0001-90;2026-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2026-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 3 - Village Acqua;n/a;n/a
24.514.406/0001-50;2026-03-31;1;Imóveis para venda em construção;-;-;-
24.514.406/0001-50;2026-06-30;1;Imóveis para venda em construção;-;-;-
26.502.794/0001-85;2026-06-30;1;Imóveis para renda em construção;CD Piracicaba II;N/A;N/A
26.614.291/0001-00;2026-06-30;1;Imóveis para renda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada
27.538.477/0001-81;2026-03-31;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
27.538.477/0001-81;2026-06-30;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
28.548.288/0001-52;2026-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
28.548.288/0001-52;2026-06-30;1;Imóveis para renda em construção;n/a;n/a;n/a
30.017.492/0001-99;2026-03-31;1;Imóveis para renda em construção;.;.;.
30.017.492/0001-99;2026-06-30;1;Imóveis para renda em construção;.;.;.
30.258.790/0001-70;2026-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
30.258.790/0001-70;2026-06-30;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
31.152.015/0001-07;2026-03-31;1;Imóveis para renda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada
31.152.015/0001-07;2026-06-30;1;Imóveis para renda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada
31.161.410/0001-48;2026-03-31;1;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável
31.161.410/0001-48;2026-06-30;1;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável
32.388.168/0001-02;2026-03-31;1;Imóveis para venda em construção;não se aplica;-;-
32.388.168/0001-02;2026-06-30;1;Imóveis para venda em construção;não se aplica;-;-
33.842.871/0001-01;2026-03-31;1;Imóveis para renda em construção;BARREIRAS - BA;N/A;N/A
33.842.871/0001-01;2026-03-31;1;Imóveis para renda em construção;NOSSA SENHORA DO SOCORRO;N/A;N/A
33.842.871/0001-01;2026-03-31;1;Imóveis para renda em construção;JEQUIÉ;N/A;N/A
33.842.871/0001-01;2026-06-30;1;Imóveis para renda em construção;BARREIRAS - BA;N/A;N/A
33.842.871/0001-01;2026-06-30;1;Imóveis para renda em construção;NOSSA SENHORA DO SOCORRO;N/A;N/A
33.842.871/0001-01;2026-06-30;1;Imóveis para renda em construção;JEQUIÉ;N/A;N/A
33.884.197/0001-28;2026-03-31;1;Imóveis para renda em construção;.;.;.
33.884.197/0001-28;2026-06-30;1;Imóveis para renda em construção;.;.;.
34.867.728/0001-37;2026-03-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
34.867.728/0001-37;2026-06-30;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
34.895.711/0001-93;2026-03-31;1;Imóveis para venda em construção;ALPHACASTELLO;n/a;n/a
34.895.711/0001-93;2026-06-30;1;Imóveis para venda em construção;ALPHACASTELLO;n/a;n/a
35.360.651/0001-77;2026-03-31;3;Imóveis para venda em construção;BULHÕES DE CARVALHO 396;n/a;n/a
35.360.651/0001-77;2026-03-31;3;Imóveis para venda em construção;GOMES CARNEIRO, 30/32;n/a;n/a
35.360.651/0001-77;2026-03-31;3;Imóveis para venda em construção;LEOPOLDO MIGUEZ 10;n/a;n/a
35.360.651/0001-77;2026-03-31;3;Imóveis para venda em construção;PRUDENTE DE MORAIS, 1356;n/a;n/a
35.360.651/0001-77;2026-03-31;3;Imóveis para venda em construção;PAUL REFERN, 32/36/40;n/a;n/a
35.360.651/0001-77;2026-06-30;1;Imóveis para venda em construção;PRUDENTE DE MORAIS, 1356;n/a;n/a
35.360.651/0001-77;2026-06-30;1;Imóveis para venda em construção;LEOPOLDO MIGUEZ 10;n/a;n/a
35.360.651/0001-77;2026-06-30;1;Imóveis para venda em construção;BULHÕES DE CARVALHO 396;n/a;n/a
35.360.651/0001-77;2026-06-30;1;Imóveis para venda em construção;PAUL REFERN, 32/36/40;n/a;n/a
35.360.651/0001-77;2026-06-30;1;Imóveis para venda em construção;GOMES CARNEIRO, 30/32;n/a;n/a
35.652.081/0001-99;2026-06-30;1;Imóveis para renda em construção;Galpão Extrema;Não aplicável;Não aplicável
35.652.081/0001-99;2026-06-30;1;Imóveis para renda em construção;Galpão Guarulhos;Não aplicável;Não aplicável
35.652.174/0001-13;2026-03-31;2;Imóveis para venda em construção;Kalea Jardins;;
35.652.174/0001-13;2026-06-30;1;Imóveis para venda em construção;Kalea Jardins;não se aplica;não se aplica
35.652.278/0001-28;2026-06-30;1;Imóveis para renda em construção;Galpao Raizz Uberlandia;Não aplicável;Não aplicável
35.688.460/0001-39;2026-06-30;1;Imóveis para venda em construção;Edifício Franca 303;Atraso no cronograma de execução da construtora.;Aumento do prazo de obra, e melhorias e alterações no projeto.
35.725.659/0001-90;2026-03-31;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
35.725.659/0001-90;2026-06-30;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
38.293.897/0001-61;2026-03-31;1;Imóveis para venda em construção;;Não se aplica;Não se aplica
38.293.897/0001-61;2026-06-30;1;Imóveis para venda em construção;Jardim Petrella Brooklin;Não se aplica;Não se aplica
39.591.218/0001-01;2026-03-31;1;Imóveis para venda em construção;ESTOQUE;Informação não apresentada;Informação não apresentada
39.591.218/0001-01;2026-06-30;1;Imóveis para venda em construção;ESTOQUE;Informação não apresentada;Informação não apresentada
40.010.015/0001-55;2026-03-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
40.010.015/0001-55;2026-06-30;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
41.081.336/0001-03;2026-03-31;1;Imóveis para renda em construção;CAJAMAR 4 - ABDALLA;N/A;N/A
41.081.336/0001-03;2026-06-30;1;Imóveis para renda em construção;CAJAMAR 4 - ABDALLA;N/A;N/A
41.081.356/0001-84;2026-03-31;1;Imóveis para venda em construção;Avenida Indianópolis, 70 Moema;N/A;N/A
41.081.356/0001-84;2026-06-30;1;Imóveis para venda em construção;Avenida Indianópolis, 70 Moema;N/A;N/A
41.088.458/0001-21;2026-03-31;2;Imóveis para venda em construção;Kalea Jardins;Não se aplica;Não se aplica
41.088.458/0001-21;2026-06-30;1;Imóveis para venda em construção;Kalea Jardins;não se aplica;não se aplica
41.114.606/0001-35;2026-03-31;1;Imóveis para renda em construção;Hospital Unimed Maceió;De acordo com a construtora o desvio decorre de atraso no prazo de fabricação e entrega de insumos (quadros elétricos), além de alterações na estratégia de condução na obra.  A construtora apresentou um plano para recuperação do atraso, com a reprogramação do cronograma de entrega e instalação dos quadros elétricos. Os impactos da reprogramação se entenderão ao longo dos próximos meses, sendo que em 26/04 o desvio negativo atingiu 4,98%. De acordo com o plano de recuperação, a retomada do cronograma está prevista para meados de agosto próximo. A construtora ainda esclarece que mantém uma equipe de eletricistas em quantidade suficiente para garantir a rápida instalação dos quadros e que esta reprogramação não impactará no prazo de conclusão da obra.  Para acompanhamento do cronograma são realizadas reuniões semanais, o que permitirá a verificação da efetividade do plano de recuperação.;Diferença decorrente de atencipação de compra de insumos faturados diretamenrte para o Fuindo. Não há compromentimento para o custo total da obra. Os pagamentos de Faturamento Direto são realizados contra entrega do insumo em obra, ou, quando for o caso, mediante formalização do respectivo Instrumento de Fiel Depositário.
41.114.606/0001-35;2026-06-30;1;Imóveis para renda em construção;Hospital Unimed Maceió;De acordo com a construtora o desvio decorre de atraso no prazo de fabricação e entrega de insumos (quadros elétricos), além de alterações na estratégia de condução na obra.  A construtora apresentou um plano para recuperação do atraso, com a reprogramação do cronograma de entrega e instalação dos quadros elétricos. Os impactos da reprogramação se entenderão ao longo dos próximos meses, sendo que em 26/04 o desvio negativo atingiu 4,98%. De acordo com o plano de recuperação, a retomada do cronograma está prevista para meados de agosto próximo. A construtora ainda esclarece que mantém uma equipe de eletricistas em quantidade suficiente para garantir a rápida instalação dos quadros e que esta reprogramação não impactará no prazo de conclusão da obra.  Para acompanhamento do cronograma são realizadas reuniões semanais, o que permitirá a verificação da efetividade do plano de recuperação.;
41.325.993/0001-59;2026-03-31;1;Imóveis para venda em construção;não se aplica;;
41.325.993/0001-59;2026-06-30;1;Imóveis para venda em construção;não se aplica;;
41.833.876/0001-04;2026-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
41.833.876/0001-04;2026-06-30;1;Imóveis para renda em construção;n/a;n/a;n/a
41.978.154/0001-30;2026-03-31;1;Imóveis para venda em construção;GRAND QUARTIER;N/A;N/A
41.978.154/0001-30;2026-06-30;1;Imóveis para venda em construção;GRAND QUARTIER;N/A;N/A
42.273.290/0001-97;2026-03-31;2;Imóveis para venda em construção;VISCONDE DE PIRAJA, 141;n/a;n/a
42.273.290/0001-97;2026-03-31;2;Imóveis para venda em construção;PRUDENTE DE MORAIS 281 e 291;n/a;n/a
42.273.290/0001-97;2026-03-31;2;Imóveis para venda em construção;PRUDENTE DE MORAIS 768 E 786;n/a;n/a
42.273.290/0001-97;2026-06-30;1;Imóveis para venda em construção;PRUDENTE DE MORAIS 281 e 291;n/a;n/a
42.273.290/0001-97;2026-06-30;1;Imóveis para venda em construção;PRUDENTE DE MORAIS 768 E 786;n/a;n/a
42.273.290/0001-97;2026-06-30;1;Imóveis para venda em construção;VISCONDE DE PIRAJA, 141;n/a;n/a
42.537.540/0001-59;2026-03-31;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja B;Não se aplica;Não se aplica
42.537.540/0001-59;2026-03-31;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja C;Não se aplica;Não se aplica
42.537.540/0001-59;2026-03-31;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja D;Não se aplica;Não se aplica
42.537.540/0001-59;2026-03-31;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja A;Não se aplica;Não se aplica
42.537.540/0001-59;2026-06-30;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja A;não se aplica;não se aplica
42.537.540/0001-59;2026-06-30;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja D;não se aplica;não se aplica
42.537.540/0001-59;2026-06-30;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja C;não se aplica;não se aplica
42.537.540/0001-59;2026-06-30;1;Imóveis para renda em construção;Empreendimento Peninsula - Loja B;não se aplica;não se aplica
42.869.892/0001-01;2026-03-31;1;Imóveis para venda em construção;GUARAMOMIS;N/A;N/A
42.869.892/0001-01;2026-06-30;1;Imóveis para venda em construção;GUARAMOMIS;N/A;N/A
43.008.884/0001-33;2026-06-30;1;Imóveis para venda em construção;Rua Edson, 1400;não se aplica;não se aplica
43.617.647/0001-70;2026-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
43.617.647/0001-70;2026-06-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
43.862.625/0001-75;2026-03-31;1;Imóveis para venda em construção;Basílio 177;Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, e devido a ajustes no efetivo de mão de obra entre o final de 2024 e início de 2025 (período de festas e férias) foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contemplou a compensação de tal defasagem, de forma que o prazo do habite-se ficou mantido. O Habite-se foi emitido em agosto-2025.Estão em fase de finalização de serviços relacionados às áreas comuns e serviços de acabamento. As vistorias para entrega das unidades e os processos de repasse junto ao agente financeiro estão em andamento.;Durante a execução da obra, houve atualização pelo INCC (conforme previsto em contrato), consumo da reserva de contingência de aproximadamente R$ 5 milhões e inclusão de serviços necessários, autorizados pela incorporadora, que somaram em torno de R$ 2,5 milhões.
43.862.625/0001-75;2026-06-30;1;Imóveis para venda em construção;Basílio 177;Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, e devido a ajustes no efetivo de mão de obra entre o final de 2024 e início de 2025 (período de festas e férias) foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contemplou a compensação de tal defasagem, de forma que o prazo do habite-se ficou mantido. O Habite-se foi emitido em agosto-2025.Estão em fase de finalização de serviços relacionados às áreas comuns e serviços de acabamento. As vistorias para entrega das unidades e os processos de repasse junto ao agente financeiro estão em andamento.;Durante a execução da obra, houve atualização pelo INCC (conforme previsto em contrato), consumo da reserva de contingência de aproximadamente R$ 5 milhões e inclusão de serviços necessários, autorizados pela incorporadora, que somaram em torno de R$ 2,5 milhões.A redução do custo previsto, comparativamente ao custo informado no final do primeiro trimestre se deve às renegociações realizadas com a construtora.
44.674.528/0001-11;2026-06-30;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
46.157.348/0001-98;2026-03-31;1;Imóveis para renda em construção;YOUR OSCAR FREIRE;n/a;n/a
46.157.348/0001-98;2026-03-31;1;Imóveis para renda em construção;PATTEO KLABIN;n/a;n/a
46.157.348/0001-98;2026-06-30;1;Imóveis para renda em construção;PATTEO KLABIN;n/a;n/a
46.157.348/0001-98;2026-06-30;1;Imóveis para renda em construção;YOUR OSCAR FREIRE;n/a;n/a
47.136.369/0001-90;2026-03-31;1;Imóveis para venda em construção;Basílio 177;Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, e devido a ajustes no efetivo de mão de obra entre o final de 2024 e início de 2025 (período de festas e férias) foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contemplou a compensação de tal defasagem, de forma que o prazo do habite-se ficou mantido. O Habite-se foi emitido em agosto-2025.Estão em fase de finalização de serviços relacionados às áreas comuns e serviços de acabamento. As vistorias para entrega das unidades e os processos de repasse junto ao agente financeiro estão em andamento.;Durante a execução da obra, houve atualização pelo INCC (conforme previsto em contrato), consumo da reserva de contingência de aproximadamente R$ 5 milhões e inclusão de serviços necessários, autorizados pela incorporadora, que somaram em torno de R$ 2,5 milhões.
47.136.369/0001-90;2026-06-30;1;Imóveis para venda em construção;Basílio 177;Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, e devido a ajustes no efetivo de mão de obra entre o final de 2024 e início de 2025 (período de festas e férias) foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contemplou a compensação de tal defasagem, de forma que o prazo do habite-se ficou mantido. O Habite-se foi emitido em agosto-2025.Estão em fase de finalização de serviços relacionados às áreas comuns e serviços de acabamento. As vistorias para entrega das unidades e os processos de repasse junto ao agente financeiro estão em andamento.;Durante a execução da obra, houve atualização pelo INCC (conforme previsto em contrato), consumo da reserva de contingência de aproximadamente R$ 5 milhões e inclusão de serviços necessários, autorizados pela incorporadora, que somaram em torno de R$ 2,5 milhões.A redução do custo previsto, comparativamente ao custo informado no final do primeiro trimestre se deve às renegociações realizadas com a construtora.
50.686.473/0001-62;2026-03-31;1;Imóveis para venda em construção;Não possui imformação apresentada;Não possui imformação apresentada;Não possui imformação apresentada
50.750.438/0001-65;2026-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2201;N/A;N/A
50.750.438/0001-65;2026-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2601;N/A;N/A
50.750.438/0001-65;2026-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2801;N/A;N/A
50.750.438/0001-65;2026-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2402;N/A;N/A
50.750.438/0001-65;2026-06-30;1;Imóveis para venda em construção;You Oscar - Unidades 2402;N/A;N/A
50.750.438/0001-65;2026-06-30;1;Imóveis para venda em construção;You Oscar - Unidades 2801;N/A;N/A
50.750.438/0001-65;2026-06-30;1;Imóveis para venda em construção;You Oscar - Unidades 2201;N/A;N/A
50.750.438/0001-65;2026-06-30;1;Imóveis para venda em construção;You Oscar - Unidades 2601;N/A;N/A
50.957.247/0001-79;2026-03-31;1;Imóveis para renda em construção;ANITA GARIBALDI;N/A;N/A
50.957.247/0001-79;2026-03-31;1;Imóveis para renda em construção;XV NOVEMBRO - RIO NEGRO;N/A;N/A
50.957.247/0001-79;2026-03-31;1;Imóveis para renda em construção;ESTRADA DO GANCHINHO;N/A;N/A
50.957.247/0001-79;2026-03-31;1;Imóveis para renda em construção;AV PORTUGAL;N/A;N/A
50.957.247/0001-79;2026-03-31;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;N/A;N/A
50.957.247/0001-79;2026-06-30;1;Imóveis para renda em construção;XV NOVEMBRO - RIO NEGRO;N/A;N/A
50.957.247/0001-79;2026-06-30;1;Imóveis para renda em construção;ANITA GARIBALDI;N/A;N/A
50.957.247/0001-79;2026-06-30;1;Imóveis para renda em construção;ESTRADA DO GANCHINHO;N/A;N/A
50.957.247/0001-79;2026-06-30;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;N/A;N/A
50.957.247/0001-79;2026-06-30;1;Imóveis para renda em construção;AV PORTUGAL;N/A;N/A
51.802.350/0001-02;2026-03-31;1;Imóveis para venda em construção;Não Possui;Não Possui;Não Possui
51.802.350/0001-02;2026-06-30;1;Imóveis para venda em construção;Condominio Campo Verde 385;Não aplicável;Não aplicável
51.802.350/0001-02;2026-06-30;1;Imóveis para venda em construção;Condominio Reboucinhas;Não aplicável;Não aplicável
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;José Antonio Bortolotto - MGB;N/A;N/A
