CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
15.461.076/0001-91;2026-06-30;1;THE ONE OFFICE;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2026-05-04;62.74;1;UNIDADE 1507;0.0044;0.0042
15.461.076/0001-91;2026-06-30;1;THE ONE OFFICE;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2026-05-19;78;1;UNIDADE 2101;0.0052;0.0049
15.461.076/0001-91;2026-06-30;1;THE ONE OFFICE;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2026-06-01;77;1;UNIDADE 2105;0.0049;0.0047
15.576.907/0001-70;2026-03-31;1;Anchieta;Via Anchieta, nº 1558;2026-03-16;1785;1;n-a;0.002154;0.001894
15.576.907/0001-70;2026-03-31;1;SÃO GONÇALO - ALCÂNTARA;Rua João de Almeida, 72 - São Gonçalo - RJ;2026-02-19;1089;1;n-a;0.004871;0.004283
15.576.907/0001-70;2026-06-30;1;Senador Queiroz;Senador Queiroz nº 85 a 111 - Lj e, 3, 4 e 5;2026-04-10;1446.96;4;n-a;0.003895;0.003659
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-03-30;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Novotel Curitiba Batel;Rua Doutor Pedrosa, 288, Sem Complemento, Centro, Curitiba/PR, Brasil, 80420-120;2026-03-30;1913.64;1;Direito de propriedade;0.00066800711727;0.06684365721062
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-03-31;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-07;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-07;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-07;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-12;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Novotel Curitiba Batel;Rua Doutor Pedrosa, 288, Sem Complemento, Centro, Curitiba/PR, Brasil, 80420-120;2026-04-12;1913.64;1;Direito de propriedade;0.00066800711727;0.06684365721062
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-12;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Novotel Curitiba Batel;Rua Doutor Pedrosa, 288, Sem Complemento, Centro, Curitiba/PR, Brasil, 80420-120;2026-04-12;1913.64;1;Direito de propriedade;0.00066800711727;0.06684365721062
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-15;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-15;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-22;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-22;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-22;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-22;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-27;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-27;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-04-28;414.48;1;Direito de propriedade;0.00030060320277;0.03007964574478
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-05-06;414.48;1;Direito de propriedade;0.00030028382679;0.03004722415954
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-05-06;414.48;1;Direito de propriedade;0.00030028382679;0.03004722415954
18.308.516/0001-63;2026-06-30;1;Ibis Londrina;Avenida Martiniano Do Valle Filho, 355, Sem Complemento, Centro, Londrina/PR, Brasil, 86010-342;2026-05-06;414.48;1;Direito de propriedade;0.00030028382679;0.03004722415954
18.308.516/0001-63;2026-06-30;1;Ibis POA Assis Brasil;Avenida Assis Brasil, 9300, Sem Complemento, Sarandi, Porto Alegre/RS, Brasil, 91140-000;2026-05-12;378;15;Direito de propriedade;0.00425402087955;0.42566900892684
18.308.516/0001-63;2026-06-30;1;Ibis POA Assis Brasil;Avenida Assis Brasil, 9300, Sem Complemento, Sarandi, Porto Alegre/RS, Brasil, 91140-000;2026-05-12;378;5;Direito de propriedade;0.00141800695985;0.14188966964228
18.330.535/0001-96;2026-06-30;1;Imovel Belford Roxo;Avenida Cardoso Martins, 1001, Sem Complemento, Bom Pastor, Belford Roxo/RJ, Brasil, 26113-000;2026-05-09;23542.51;1;Direito de Propriedade;0.17692755291606;17.7455530119378
19.249.989/0001-08;2026-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;2026-03-26;73.48;1;Unidade 702;0.08655;0.002307
19.249.989/0001-08;2026-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;2026-03-26;73.48;1;Unidade 902;0.08655;0.002307
19.249.989/0001-08;2026-06-30;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;2026-05-22;73.48;1;Unidade 802;0.08655;0.002307
21.126.204/0001-43;2026-06-30;1;23;Rua Duque de Caxias, 222 - Santo Antonio - Recife;2026-06-09;1280;1;Rua Duque de Caxias, 222 - Santo Antonio - Recife;0.006959;0.005078
22.646.161/0001-90;2026-03-31;1;Cond. Concept Living Boutique - Apto 1003;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;2026-01-16;125.95;1;Bairro Botafogo;1;0.00573723887480264
24.796.967/0001-90;2026-03-31;1;Edificio das Fontes;Rua Lisboa, 403, Sem Complemento, Cerqueira César, São Paulo/SP, Brasil, 05413-000;2026-02-09;150.87;2;Direito de propriedade;0.02240741811363;2.43787386344243
24.796.967/0001-90;2026-03-31;1;Edificio Solar Principe Luiz;Rua Professor Abelardo Lobo, 74, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22470-240;2026-03-24;112.8;1;Direito de propriedade;0.05497902601979;6.01730037558061
24.796.967/0001-90;2026-06-30;1;Edificio Vila Helena;Rua Bela Cintra, 1332, Sem Complemento, Consolação, São Paulo/SP, Brasil, 01415-004;2026-05-06;184.46;1;Direito de propriedade;0.03747036906607;4.06967675468654
24.796.967/0001-90;2026-06-30;1;Edificio Princesa;Rua Barata Ribeiro, 280, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22040-002;2026-06-10;68.1;1;Direito de propriedade;0;0
24.796.967/0001-90;2026-06-30;1;Edificio Modular Omicron;Rua Tabapua, 281, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04533-010;2026-06-24;182.66;2;Direito de propriedade;0;0
28.267.696/0001-36;2026-06-30;1;Imovel Rio Claro - Posto Monte Carlo;Rodovia Washington Luis, Km.198, Sem Complemento, , Corumbatai/SP, Brasil, 13540-000;2026-04-23;320;1;Direito de Propriedade;0.034168916523;0.371
28.267.696/0001-36;2026-06-30;1;Imovel Porto dos Gauchos MT;Lote 47 A, Sn, Sem Complemento, Porto Dos Gaúchos, Porto Dos Gaúchos/MT, Brasil, 78560-000;2026-05-05;87607;1;Direito de Propriedade;0.11546275510578;1202
28.548.288/0001-52;2026-06-30;1;Assaí  Piracicaba;Avenida Regente Feijó, nº 823;2026-06-30;10174;1;Direito de propriedade;0;0
28.548.288/0001-52;2026-06-30;1;Big Jaboatão;Av. Barreto de Menezes, 800 - Piedade, Jaboatão dos Guararapes - PE - Loja 05;2026-06-30;15130.54;1;Direito de propriedade;0;0
28.548.288/0001-52;2026-06-30;1;CARREFOUR JABAQUARA;Av. Engenheiro George Corbisier, 273 - Jabaquara, São Paulo - SP;2026-06-30;9768;1;Direito de propriedade;0;0
28.548.288/0001-52;2026-06-30;1;DRS_BELEM - GRUPO MATEUS;Estrada do Benguí, n° 386 Benguí - Belém - PA;2026-06-30;30661.99;1;Direito de propriedade;0;0
28.548.288/0001-52;2026-06-30;1;DRS_JUAZEIRO - GRUPO MATEUS;Av. Epitacio Pessoa, S/N, Gleba C - Alto da Alianca, Juazeiro - BA;2026-06-30;16794.82;1;Direito de propriedade;0;0
28.548.288/0001-52;2026-06-30;1;DRS_PETROLINA - GRUPO MATEUS;Av. Dr. Ulisses Guimarães, 423 - Jardim Amazonas, Petrolina - PE;2026-06-30;19828.85;1;Direito de propriedade;0;0
28.893.734/0001-66;2026-03-31;1;SC_302_B;Rua Missionário Gunnar Vingren, 1904 - Saint Charbel Residencial Saint Charbel Unidade 302 B;2026-02-09;175.31;1;Nenhuma característica relevante;0.84047;0.456956
28.893.734/0001-66;2026-03-31;1;SV_204B;Rua Coronel Veiga,  585 - Coronel Veiga Residencial San Vicenzo Unidade 204 B;2026-01-20;110.17;1;Nenhuma característica relevante;0.713607;0.387981
28.893.734/0001-66;2026-03-31;1;GV1_701;Rua Ituverava, 562 - SPE Ituverava Empreendimentos Imobiliários Condomínio Grand Village Freguesia Unidade 701 1;2026-02-11;207.45;1;Nenhuma característica relevante;0.777039;0.422468
28.893.734/0001-66;2026-06-30;1;SV_304B;Rua Coronel Veiga,  585 - Coronel Veiga Residencial San Vicenzo Unidade 304 B;2026-04-14;110.17;1;Nenhuma característica relevante;1;1
30.567.216/0001-02;2026-06-30;1;Bueno Business Tower;Rua Dr. Cardoso De Melo, 1336;2026-04-01;606.65;2;Cjs. 141 e 142;0.015494;0.017164
31.161.410/0001-48;2026-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;2026-03-26;73.48;1;Unidade 702;0.08655;0.001673
31.161.410/0001-48;2026-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;2026-03-26;73.48;1;Unidade 902;0.08655;0.001673
31.161.410/0001-48;2026-06-30;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;2026-05-22;73.48;1;Unidade 802;0.08655;0.001673
32.754.734/0001-52;2026-03-31;1;Silo Bela Vista do Paraiso;Rodovia Pr 537, Km 0.3, Sem Complemento, , Bela Vista Do Paraiso/PR, Brasil, 86130-000;2026-01-24;12873.36;1;Direito de Propriedade;0.1024792270014;11.0409515459291
32.754.734/0001-52;2026-03-31;1;Silo Cambe;Avenida Jose Bonifacio, 769, Sem Complemento, Vila Atalaia, Cambe/PR, Brasil, 86181-570;2026-01-24;14071.98;1;Direito de Propriedade;0.14983110643988;16.1425689350009
32.754.734/0001-52;2026-03-31;1;Silo Sabaudia;Rodovia Pr 218, Km 12, Sem Complemento, Gleba Patr. Sabáudia, Sabaudia/PR, Brasil, 86720-000;2026-01-24;3051.51;1;Direito de Propriedade;0.05230706973554;5.63548183722906
32.754.734/0001-52;2026-03-31;1;Silo Assai - Seccao Balsamo;Km 186, S/n, Sem Complemento, , Assai/PR, Brasil, 86220-000;2026-01-24;8927.91;1;Direito de Propriedade;0.07034245432388;7.57858594894625
32.892.018/0001-31;2026-06-30;1;SHOPPING PATIO MACEIO;Av. Menino Marcelo, 3800 - Cidade Universitária, Maceió - AL, 57073-900;2026-05-26;8287.04;;Venda de 19%;0.0501870723538174;0.0645661369490463
34.691.925/0001-48;2026-03-31;1;PANTHE_4;Rua Dr. Fernandes Coelho, 85 - Pinheiros, São Paulo - SP;2026-01-29;571.7;1;Nenhuma característica relevante;0.037013;0.041534
34.691.925/0001-48;2026-03-31;1;PANTHE_5;Rua Dr. Fernandes Coelho, 85 - Pinheiros, São Paulo - SP;2026-01-29;571.7;1;Nenhuma característica relevante;0.037013;0.041534
34.691.925/0001-48;2026-03-31;1;PANTHE_6;Rua Dr. Fernandes Coelho, 85 - Pinheiros, São Paulo - SP;2026-01-29;571.7;1;Nenhuma característica relevante;0.025282;0.02837
34.691.925/0001-48;2026-03-31;1;NM_215_6;Av. A - Quadra F1, 4165 - Sala 215, Torre - 6, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-01-21;33.65;1;Nenhuma característica relevante;0.000597;0.00067
34.691.925/0001-48;2026-03-31;1;NM_216_6;Av. A - Quadra F1, 4165 - Sala 216, Torre - 6, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-01-21;33.65;1;Nenhuma característica relevante;0.000597;0.00067
34.691.925/0001-48;2026-03-31;1;NM_22_L;Av. A - Quadra F1, 4165 - Loja 22, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-03-27;39.33;1;Nenhuma característica relevante;0.000979;0.001098
34.691.925/0001-48;2026-03-31;1;NM_317_5;Av. A - Quadra F1, 4165 - Sala 317, Torre - 5, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-03-16;33.65;1;Nenhuma característica relevante;0.000592;0.000665
34.691.925/0001-48;2026-03-31;1;NM_324_3;Av. A - Quadra F1, 4165 - Sala 324, Torre - 3, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-02-20;42.11;1;Nenhuma característica relevante;0.000903;0.001014
34.691.925/0001-48;2026-03-31;1;NM_616_3;Av. A - Quadra F1, 4165 - Sala 616, Torre - 3, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-01-13;33.65;1;Nenhuma característica relevante;0.000661;0.000742
34.691.925/0001-48;2026-03-31;1;NM_618_3;Av. A - Quadra F1, 4165 - Sala 618, Torre - 3, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-01-13;33.65;1;Nenhuma característica relevante;0.000661;0.000742
34.691.925/0001-48;2026-03-31;1;NM_805_2;Sala Comercial OR Empreendimentos Novo Mundo Unidade 805 - Av. A nº 4165;2026-01-21;96.46;1;Nenhuma característica relevante;0.00067;0.000752
34.691.925/0001-48;2026-03-31;1;NM_806_2;Sala Comercial OR Empreendimentos Novo Mundo Unidade 806 - Av. A nº 4165;2026-01-22;96.46;1;Nenhuma característica relevante;0.00067;0.000752
34.691.925/0001-48;2026-03-31;1;NM_204_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 204 - Av. A nº 4165;2026-01-13;96.46;1;Nenhuma característica relevante;0.000592;0.000665
34.691.925/0001-48;2026-03-31;1;NM_205_5;Sala Comercial OR Empreendimentos Novo Mundo Unidade 205 - Av. A nº 4165;2026-01-21;96.46;1;Nenhuma característica relevante;0.000592;0.000665
34.691.925/0001-48;2026-03-31;1;NM_214_6;Sala Comercial OR Empreendimentos Novo Mundo Unidade 214 - Av. A nº 4165;2026-01-21;96.46;1;Nenhuma característica relevante;0.000597;0.00067
34.691.925/0001-48;2026-03-31;1;NM_306_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 306 - Av. A nº 4165;2026-02-18;96.46;1;Nenhuma característica relevante;0.000592;0.000665
34.691.925/0001-48;2026-03-31;1;NM_513_2;Sala Comercial OR Empreendimentos Novo Mundo Unidade 513 - Av. A nº 4165;2026-01-14;109.18;1;Nenhuma característica relevante;0.000786;0.000882
34.691.925/0001-48;2026-03-31;1;NM_617_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 617 - Av. A nº 4165;2026-01-13;96.46;1;Nenhuma característica relevante;0.000661;0.000742
34.691.925/0001-48;2026-03-31;1;NM_713_6;Sala Comercial OR Empreendimentos Novo Mundo Unidade 713 - Av. A nº 4165;2026-02-02;109.18;1;Nenhuma característica relevante;0.000786;0.000882
34.691.925/0001-48;2026-03-31;1;VER_B114;Loja Calçada Condomínio Vertice Unidade 114 B - Av. Miguel Antonio Frnandes, 1333;2026-02-11;181.13;1;Nenhuma característica relevante;0.003331;0.003738
34.691.925/0001-48;2026-03-31;1;VER_B212;Loja Calçada Condomínio Vertice Unidade 212 B - Av. Miguel Antonio Frnandes, 1333;2026-02-10;71.78;1;Nenhuma característica relevante;0.00124;0.001391
34.691.925/0001-48;2026-06-30;1;NM_38_L;Av. A - Quadra F1, 4165 - Loja 38, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-01-29;340.23;1;Nenhuma característica relevante;0.038228;0.041499
34.691.925/0001-48;2026-06-30;1;NM_402_2;Av. A - Quadra F1, 4165 - Sala 402, Torre - 2, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-06-24;33.65;1;Nenhuma característica relevante;0.0084;0.009119
34.691.925/0001-48;2026-06-30;1;NM_403_2;Av. A - Quadra F1, 4165 - Sala 403, Torre - 2, Praia do Paiva - Cabo de Santo Agostinho-PE;2026-04-16;33.65;1;Nenhuma característica relevante;0.000652;0.000708
34.691.925/0001-48;2026-06-30;1;NM_101_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 101 - Av. A nº 4165;2026-05-04;123.54;1;Nenhuma característica relevante;0.000647;0.000703
34.691.925/0001-48;2026-06-30;1;NM_102_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 102 - Av. A nº 4165;2026-06-30;92.67;1;Nenhuma característica relevante;0.001114;0.001209
34.691.925/0001-48;2026-06-30;1;NM_216_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 216 - Av. A nº 4165;2026-04-02;96.46;1;Nenhuma característica relevante;0.000836;0.000907
34.691.925/0001-48;2026-06-30;1;NM_306_5;Sala Comercial OR Empreendimentos Novo Mundo Unidade 306 - Av. A nº 4165;2026-05-20;96.46;1;Nenhuma característica relevante;0.000612;0.000664
