CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
05.437.916/0001-27;2026-03-31;1;Imóveis para renda acabados;Centro de Distribuição -Rio de Janeiro;Rua Sargento Aquino, 135/Rua Comandante Vergueiro da Cruz, 206;6404.61;2;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio. Os imóveis estão concluídos.;0;0;0.105914;;;;;;;
05.437.916/0001-27;2026-03-31;1;Imóveis para renda em construção;Centro de Distribuição Anhanguera, km 17;Rodovia Anhanguera Km. 17;3400;2;A primeira etapa da obra envolve os trâmites burocráticos de obtenção da documentação , ou seja, a construção efetiva ainda não foi iniciada;;;;0;;0;0;0;0;
05.437.916/0001-27;2026-03-31;1;Imóveis para renda acabados;Torre de Elevadores - Interlagos - SP;Av. Interlagos, 4.455;3298;1;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio. Os imóveis estão concluídos.;0;0;0.072408;;;;;;;
05.437.916/0001-27;2026-03-31;1;Imóveis para renda acabados;Centro de Distribuição Anhanguera - CDA;Rodovia Anhanguera , S/N KM 17,5;27111.03;6;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio. Os imóveis estão concluídos.;0;0;0.740888;;;;;;;
05.562.312/0001-02;2026-03-31;1;Imóveis para renda acabados;Ed Almirante Barroso;Avenida Almirante Barroso, 174, 1º Subsolo Até 31º Andar, Centro, Rio De Janeiro/RJ, Brasil, 20031-004;59429.46;35;na;0.9801;0.1182;0.5779;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (14º ANDAR);292.1;1;Direito de posse, domínio e ação do imóvel;1;0;0;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (11º ANDAR);292.1;1;Direito de posse, domínio e ação do imóvel;1;0;0;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (10º ANDAR);350.17;1;Direito de posse, domínio e ação do imóvel;1;0;0;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (13º ANDAR);292.1;1;Direito de posse, domínio e ação do imóvel;1;0;0;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (1ª ANDAR);926.68;1;Direito de posse, domínio e ação do imóvel;0;0;0.36038;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (12º ANDAR);292.1;1;Direito de posse, domínio e ação do imóvel;1;0;0;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (SL E 2ª ANDAR);1366.11;1;Direito de posse, domínio e ação do imóvel;0;0;0.494376;;;;;;;
06.175.262/0001-73;2026-03-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (3º ANDAR);388.1;1;Direito de posse, domínio e ação do imóvel;0;0;0.145243;;;;;;;
07.122.725/0001-00;2026-03-31;2;Imóveis para renda acabados;Edificio Torre Almirante;Avenida Almirante Barroso, 81, Sem Complemento, Centro, Rio De Janeiro/RJ, Brasil, 20031-004;43444.45;40;Direito de propriedade;0.438;0;0.294231;;;;;;;
07.224.019/0001-60;2026-03-31;1;Imóveis para renda acabados;Shopping Parque Dom Pedro  - 10,53%;Av. Guilherme Campos 500, Campinas - SP;126267.02;383;-;0.00655;-0.0018;0.89552;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 0692 - Santos Pedreira;Avenida Senador Pinheiro Machado, 143, Sem Complemento, Marapé, Santos/SP, Brasil, 11075-001;3008.25;1;Direito de propriedade;0;0;0.00202800372061;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1291 - Nova Cantareira;Avenida Nova Cantareira, 240/248, Sem Complemento, Tucuruvi, São Paulo/SP, Brasil, 02340-002;4318;1;Direito de propriedade;0;0;0.00257780932193;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 310 - Goiania Portugal;Avenida Portugal, S/n, Quadra L22, Setor Marista, Goiânia/GO, Brasil, 74150-030;23692;1;Direito de propriedade;0;0;0.02425824841291;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 306 - Taguatinga Shopping;Qs 3 Rua 420, S/n, Lt 4, Taguatinga, Brasília/DF, Brasil, 71953-100;120000;1;Direito de propriedade;0;0;0.02799199001038;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 0122 - Aracatuba;Avenida Brasilia, 1177, Sem Complemento, Vila Bandeirantes, Araçatuba/SP, Brasil, 16015-535;2758.5;1;Direito de propriedade;0;0;0.00204699397751;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1819 - Guarani;Praca Geraldo Mendes, 27, Sem Complemento, Chácara Belenzinho, São Paulo/SP, Brasil, 03376-007;950;1;Direito de propriedade;0;0;0.00023275202985;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 313 - Santos Ana Costa;Avenida Ana Costa, 318/340, Sem Complemento, Vila Mathias, Santos/SP, Brasil, 11060-000;39441.03;1;Direito de propriedade;0;0;0.03932774282821;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 272 - Anhanguera;Rua Samuel Klabin, 193, Sem Complemento, Bela Aliança, São Paulo/SP, Brasil, 05077-903;42383.46;1;Direito de propriedade;0;0;0.03938720637867;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 2147 - Dourados;Avenida Marcelino Pires, 3855, Quarteirão 88a, Centro, Dourados/MS, Brasil, 79801-002;15947.08;1;Direito de propriedade;0;0;0.01012129670619;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 2457 - Lavandisca;Avenida Lavandisca, 249, Sem Complemento, Indianópolis, São Paulo/SP, Brasil, 04515-010;3537.65;1;Direito de propriedade;0;0;0.00169658077299;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 0191 - Guaratingueta;Rua Santa Clara, 22, Sem Complemento, Santa Rita, Guaratinguetá/SP, Brasil, 12502-080;2430.76;2;Direito de propriedade;0;0;0.00053495251078;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1299 - Real Parque;Avenida Magalhaes De Castro, 6118, Sem Complemento, Cidade Jardim, São Paulo/SP, Brasil, 05676-120;4410.6;1;Direito de propriedade;0;0;0.00536884309103;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 0039 - Pacaembu;Praca Wendell Wilkie, 11, Sem Complemento, Pacaembu, São Paulo/SP, Brasil, 01236-050;1132.18;1;Direito de propriedade;0;0;0.00117235615052;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1218  - Brasilia;Sqs 304 Bloco A, S/n, Sem Complemento, Asa Sul, Brasília/DF, Brasil, 70337-010;3279.71;1;Direito de propriedade;0;0;0.00135259942494;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1231 - Pedroso;Rua Pedroso, 215, Sem Complemento, Bela Vista, São Paulo/SP, Brasil, 01322-010;3900;1;Direito de propriedade;0;0;0.00135044224661;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 303 - Sorocaba Santa Rosalia;Rua Maria Cinto De Biaggi, 164, Sem Complemento, Jardim Santa Rosália, Sorocaba/SP, Brasil, 18095-410;31167.61;1;Direito de propriedade;0;0;0.03666278434994;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 309 - Salvador Paralela;Avenida Luis Viana Filho, 3056, Sem Complemento, Paralela, Salvador/BA, Brasil, 41730-101;27891.54;1;Direito de propriedade;0;0;0.02719120479784;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 0310 - Brasilia;Crs 516 Bloco C, S/n, Lote 1, Asa Sul, Brasília/DF, Brasil, 70381-535;3200;1;Direito de propriedade;0;0;0.00209650337063;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 317 - Fortaleza Montese;Avenida Dos Expedicionarios, 4444, Sem Complemento, Jardim América, Fortaleza/CE, Brasil, 60410-446;47886.54;1;Direito de propriedade;0;0;0.0218547013598;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 0009 - Jd Paulistano;Alameda Gabriel Monteiro Da Silva, 1353, Sem Complemento, Jardim América, São Paulo/SP, Brasil, 01442-002;2948.82;1;Direito de propriedade;0;0;0.00239323321461;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1301 - Campo Grande;Rua Maracaju, 1427, Sem Complemento, Centro, Campo Grande/MS, Brasil, 79002-210;9984.53;1;Direito de propriedade;1;0;0;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1853 - Dom Pedro;Avenida Dom Pedro I, 1711, Sem Complemento, Enseada, Guarujá/SP, Brasil, 11440-000;3626.46;1;Direito de propriedade;0;0;0.00280394352122;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 16 Santo Andre;Rua Visconde De Taunay, 216, Sem Complemento, Bangú, Santo André/SP, Brasil, 09210-570;17849.9;1;Direito de propriedade;0;0;0.01537004960099;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 48 Sao Caetano;Avenida Goias, 101, Sem Complemento, Santo Antônio, São Caetano Do Sul/SP, Brasil, 09521-310;65369.91;1;Direito de propriedade;0;0;0.03555577991987;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1222 - Alphaville;Alameda Madeira, 152, Sem Complemento, Alphaville Centro Industrial E Empresarial/alphaville., Barueri/SP, Brasil, 06454-010;4752.58;1;Direito de propriedade;0;0;0.00342303991968;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 308 - Brasilia ASA Norte;Sof Conjunto A, S/n, Sem Complemento, Setor Norte (planaltina), Brasília/DF, Brasil, 73340-010;53652.14;1;Direito de propriedade;0;0;0.03153209410971;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1013 - Curuca;Rua Curuca, 776, Sem Complemento, Vila Maria, São Paulo/SP, Brasil, 02120-001;3174.72;1;Direito de propriedade;0;0;0.00106413679577;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 2336 - Jabaquara;Avenida Engenheiro Armando De Arruda Pereira, 2022, Sem Complemento, Jabaquara, São Paulo/SP, Brasil, 04308-001;15255.1;1;Direito de propriedade;0;0;0.00458268410485;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 2369 - Champagnat;Rua Martim Afonso, 2188, Sem Complemento, Bigorrilho, Curitiba/PR, Brasil, 80730-030;88.35;1;Direito de propriedade;0;0;0.00100759582516;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 259 - Curitiba Alto da XV;Avenida Marechal Humberto De Alencar Castelo Branco, 230, Sem Complemento, Cristo Rei, Curitiba/PR, Brasil, 82530-195;43728.9;1;Direito de propriedade;0;0;0.021630819749;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 275 - Penha Tiquatira;Avenida Sao Miguel, 962 A 1006, Sem Complemento, Vila Marieta, São Paulo/SP, Brasil, 03620-000;20334.18;1;Direito de propriedade;0;0;0.0297570701305;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 0150 - Cardoso de Almeida;Rua Cardoso De Almeida, 472, Sem Complemento, Perdizes, São Paulo/SP, Brasil, 05013-001;4838.85;1;Direito de propriedade;0;0;0.00351072216136;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 312 - Campinas Abolicao;Rua Da Abolicao, 2013, Sem Complemento, Ponte Preta, Campinas/SP, Brasil, 13041-902;26327.23;1;Direito de propriedade;0;0;0.04110432759651;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 257 - Curitiba Kennedy;Avenida Presidente Kennedy, 1000, Sem Complemento, Água Verde, Curitiba/PR, Brasil, 80220-202;12548;1;Direito de propriedade;0;0;0.01260848121589;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 51 Brasilia Sul;Sia Trecho 12, S/n, Sem Complemento, Zona Industrial (guará), Brasília/DF, Brasil, 71200-110;50008.56;1;Direito de propriedade;0;0;0.02559151940494;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 2352 - Cerro Cora;Rua Cerro Cora, 1850, Sem Complemento, Vila Romana, São Paulo/SP, Brasil, 05061-300;10828.28;1;Direito de propriedade;0;0;0.00288279714259;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1811 - Edgar Faco;Avenida General Edgar Faco, 720, Sem Complemento, Vila Arcádia, São Paulo/SP, Brasil, 02924-000;2793.07;1;Direito de propriedade;0;0;0.00172940580625;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 18 Joao Dias;Avenida Guido Caloi, 25, Sem Complemento, Jardim São Luís, São Paulo/SP, Brasil, 05802-140;56917.1;1;Direito de propriedade;0;0;0.0385591470355;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 256 - Vasco da Gama;Rua Doutor Arx Tourinho, 612, Sem Complemento, Horto Florestal, Salvador/BA, Brasil, 40295-040;48361.36;1;Direito de propriedade;0;0;0.01878265800963;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1216 - Portal;Rua Marechal Hastinfilo De Moura, 699, Sem Complemento, Vila Suzana, São Paulo/SP, Brasil, 05641-000;3274.75;1;Direito de propriedade;0;0;0.00413543927846;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1294 - Rosa e Silva;Avenida Conselheiro Rosa E Silva, 614, Sem Complemento, Tamarineira, Recife/PE, Brasil, 52050-146;4974.99;1;Direito de propriedade;0;0;0.00207617070791;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1214 - Socrates;Rua Socrates, 120, Sem Complemento, Vila Sofia, São Paulo/SP, Brasil, 04671-071;5838;1;Direito de propriedade;0;0;0.00297278346396;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 273 - Jaguare Corifeu;Avenida Corifeu De Azevedo Marques, 4160, Sem Complemento, Vila Lageado, São Paulo/SP, Brasil, 05340-002;1001.8;1;Direito de propriedade;0;0;0.03115136152452;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 2675 - Posto Extra;Rua Visconde De Taunay, 216, Sem Complemento, Bangú, Santo André/SP, Brasil, 09210-570;959.46;1;Direito de propriedade;0;0;0.00025694092901;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 279 - Aeroporto Congonhas;Avenida Washington Luis, 5859, Sem Complemento, Santo Amaro, São Paulo/SP, Brasil, 04627-901;47184.18;1;Direito de propriedade;0;0;0.03132491260903;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1359 - Ricardo Jafet;Avenida Doutor Ricardo Jafet, 1501, Sem Complemento, Vila Santa Eulalia, São Paulo/SP, Brasil, 04260-020;48234.76;2;Direito de propriedade;0;0;0.01544988746147;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1292 - Morumbi;Avenida Professor Francisco Morato, 2385, Sem Complemento, Butantã, São Paulo/SP, Brasil, 05512-200;110863.75;2;Direito de propriedade;0;0;0.00529402622818;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1290 - Granja Viana;Rodovia Raposo Tavares, S/n, Sp 270, Km 23, Lageadinho, Cotia/SP, Brasil, 06709-015;3627.22;1;Direito de propriedade;0;0;0.00228229361013;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 321 - Salvador Rotula;Rotula Do Abacaxi, 1400, Sem Complemento, Cidade Nova, Salvador/BA, Brasil, 40315-340;13712;1;Direito de propriedade;0;0;0.02101413601608;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 280 - Taboao Centro;Rua Joao Batista De Oliveira, 47, Sem Complemento, Centro, Taboão Da Serra/SP, Brasil, 06763-450;44211.77;1;Direito de propriedade;0;0;0.03388978522167;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1219 - Asa Sul;Shcc/sul Quadra 308/309 Bloco A, S/n, Sem Complemento, Asa Sul, Brasília/DF, Brasil, 70355-000;3719.7;1;Direito de propriedade;0;0;0.0016803642258;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 285 - Freguesia do O;Avenida Nossa Senhora Do O, 1759, Sem Complemento, Limão, São Paulo/SP, Brasil, 02715-000;31724.89;1;Direito de propriedade;0;0;0.02519136918591;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 39 Campinas Amoreiras;Avenida Ruy Rodriguez, 1700, Sem Complemento, Jardim Yeda, Campinas/SP, Brasil, 13060-646;32518.52;1;Direito de propriedade;0;0;0.01795172576048;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1859 - Osasco;Rua Catarina Fazio Antoniazzi, 23, Sem Complemento, Helena Maria, Osasco/SP, Brasil, 06260-070;3170.55;1;Direito de propriedade;0;0;0.00209599285054;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 261 - Belo Horizonte Belvedere;Rua Maria Luiza Santiago, 110, Sem Complemento, Santa Lúcia, Belo Horizonte/MG, Brasil, 30360-740;29700;1;Direito de propriedade;0;0;0.02530215037923;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 276 - Guaianases Estacao;Estrada Itaquera, 2671, Sem Complemento, Parque Central, São Paulo/SP, Brasil, 08420-495;15716.44;1;Direito de propriedade;0;0;0.02101413601608;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1296 - Sudoeste;Ccsw 4 Lote 4, S/n, Sem Complemento, Setor Sudoeste, Brasília/DF, Brasil, 70680-470;2192.26;1;Direito de propriedade;0;0;0.00301353162966;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1850 - Carapicuiba;Avenida Inocencio Serafico, 3520, Sem Complemento, Vila Silva Ribeiro, Carapicuíba/SP, Brasil, 06380-021;4069.52;1;Direito de propriedade;0;0;0.00121283474466;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 274 - Sao Bernardo Anchieta Pauliceia;Rua Garcia Lorca, 301, Sem Complemento, Paulicéia, São Bernardo Do Campo/SP, Brasil, 09695-100;81240.64;1;Direito de propriedade;0;0;0.04944885674064;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 262 - Boa Viagem;Avenida Engenheiro Domingos Ferreira, 1818, Sem Complemento, Pina, Recife/PE, Brasil, 51011-050;15190;1;Direito de propriedade;0;0;0.02017357036947;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 1858 - Morro Grande;Avenida Tomas Rabelo E Silva, 74, Sem Complemento, Jardim Monte Alegre (zona Norte), São Paulo/SP, Brasil, 02811-000;1840;1;Direito de propriedade;0;0;0.00089695486963;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 2349 - Teodoro Sampaio;Rua Teodoro Sampaio, 1913, Sem Complemento, Pinheiros, São Paulo/SP, Brasil, 05406-000;7164;1;Direito de propriedade;0;0;0.00538492954721;;;;;;;
07.583.627/0001-61;2026-03-31;1;Imóveis para renda acabados;Loja 283 - Minas Shopping;Avenida Cristiano Machado, 3800, Sem Complemento, União, Belo Horizonte/MG, Brasil, 31160-342;63339.91;1;Direito de propriedade;0;0;0.03188711441349;;;;;;;
07.789.135/0001-27;2026-03-31;1;Imóveis para renda acabados;CNB - CONJUNTO NACIONAL BRASILIA;Conjunto A, T137 - Asa Norte - Distrito Federal - Brasília - DF - Brasil. CEP: 70077-900;43279.92;280;Conjunto Nacional Brasília, localizado em Brasília - DF, SDN, Conjunto A, T137 - Asa Norte - Distrito Federal - DF com uma área bruta locável de (ABL) de 37.315 m2. O empreendimento é um shopping Center composto de diversas lojas e salas comerciais e respectivas frações ideais do terreno, incluindo 342 unidades autônomas cujas matrículas estão registradas perante o 2º Cartório de Registro de Imóveis da Circunscrição do Distrito Federal.;0.0411540572031159;0.886316795026767;0.220058896971579;;;;;;;
07.789.135/0001-27;2026-03-31;1;Imóveis para renda acabados;NAT - NATAL SHOPPING;Av. Senador Salgado Filho, nº 2.234 - Candelária - Natal/Rio Grande do Norte;28395.79;156;Através de redução de capital parcial da SPE Mônaco Participações S.A. ocorrida em 31/01/2024 e efetivada em 05/2024 - 25,1% do Natal Shoppong Center;0.0425140487375065;0.95227412399085;0.0361716118393702;;;;;;;
07.789.135/0001-27;2026-03-31;1;Imóveis para renda acabados;MNS - MINAS SHOPPING;Av. Cristiano Machado, nº 4000, Belo Horizonte/MG;50549.74;236;Minas Shopping, 9,1393% adquirido em dezembro de 2022, localizado em Belo Horizonte, compreendido nas matrículas 84.380 a 84.528 do 4º Ofício de Registro de Imóveis de Belo Horizonte/MG;0.0536068039123445;0.931936728427712;0.0219062840386843;;;;;;;
07.789.135/0001-27;2026-03-31;1;Imóveis para renda acabados;SNI - SHOPPING NOVA IGUACU;Av. Abílio Augusto Távora, 1111 - Luz, Nova Iguaçu - RJ;45756.68;217;Nova Iguaçu Shopping, 44% adquirido em dezembro de 2022, localizado no Rio de Janeiro, compreendido nas matrículas 50.232 e 50.605 do Registro de Imóveis da1ª Circunscrição de Nova Iguaçu;0.0645107992975016;0.922197817946987;0.0861258654830859;;;;;;;
07.789.135/0001-27;2026-03-31;1;Imóveis para renda acabados;NSF - NORTH SHOPPING FORTALEZA;Av. Bezerra de Menezes, 2450 - Presidente Kennedy - Fortaleza - CE;48535.63;181;Através de redução de capital parcial da CE Shopping S.A. ocorrida em 29/02/2024 e efetivada em 05/2024 - 100% do North Shoppong Fortaleza;0.0780694512464348;0.931817677689526;0.165969680639111;;;;;;;
07.789.135/0001-27;2026-03-31;1;Imóveis para renda acabados;SJS - SHOPPING JARDIM SUL;R. Itacaiúna, 61 - Vila Andrade - São Paulo - SP;28738.94;169;Em 16/09/2025, o FII Ancar concluiu a compra da fração de 10% do Shopping Jardim Sul, localizado na Rua Itacaiúna, 61, Vila Andrade, São Paulo - SP.;0.031144502893983;0.817813605909291;0.022356051707274;;;;;;;
07.789.135/0001-27;2026-03-31;1;Imóveis para renda acabados;CVS - CENTER VALE SHOPPING;Av. Deputado Benedito Matarazzo, 9403 - Jardim Oswaldo Cruz - São José dos Campos - SP;48874.21;223;Center Vale Shopping, adquirido em 28 de janeiro de 2009, localizado na Avenida Deputado Benedito Matarazzo, 9.403 em São José dos Campos - SP, perfazendo 53.965,34 ms2 de área construída e 48.136 m2 de área bruta locável (ABL), inscrito na Prefeitura Municipal de São José dos Campos sob o nº 30.071.0001.95/8.;0.0256225113408483;0.941258523487513;0.121757809358674;;;;;;;
