CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 202- Bl 3 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 19-09-2016 e adit;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 101 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 28-09-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 204 - Bl 3 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 04-01-2018.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 3 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 17-01-2018.;;;;;0;0;0;0;0;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Cond. Concept Living Boutique - Apto 902;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;125.95;1;Direitos de aquisição formalizados por meio de PCV datada de 18-07-2019;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 202 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 24-10-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 102 - Bl 2 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 19-06-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 3 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 09-05-2016.;;;;;0;0;0;0;0;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 301 - Bl 2 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;594.75;1;Direitos de aquisição formalizados por meio de PCV datada de 06-01-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 201 - Bl 2 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 08-04-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 202 - Bl 8 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 25-08-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 5 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 18-07-2016.;;;;;0;0;0;0;0;
22.646.161/0001-90;2026-03-31;1;Imóveis para renda acabados;Hotel Fasano - Boulevard;Fazenda do Frade - 2º Distrito de Angra dos Reis - Rio de Janeiro;1100.24;24;unidades cisão do shopping;0;0;1;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 203 - Bl 6 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 22-11-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 4 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 01-06-2016.;;;;;0;0;0;0;0;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Cond. Concept Living Boutique - Apto 703;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;98.28;1;Direitos de aquisição formalizados por meio de PCV datada de 05-09-2019;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;CABO FRIO-LOTE Nº 03 QUADRA A;Avenida Teixeira e Souza, nº 980,Lote 03 da Quadra A, Vila Nova;1650;1;imóvel arrematado em leilão;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 201 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 19-10-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 4 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 18-07-2016.;;;;;0;0;0;0;0;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Cond. Concept Living Boutique - Apto 702;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;125.95;1;Direitos de aquisição formalizados por meio de PCV datada de 01-18-2019;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Cond. Concept Living Boutique - Apto 903;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;98.28;1;Direitos de aquisição formalizados por meio de PCV datada de 05-09-2019;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 201 - Bl 1 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 15-05-2018.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 1 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 05-02-2018.;;;;;0;0;0;0;0;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 301 - Bl 6 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;594.75;1;Direitos de aquisição formalizados por meio de PCV datada de 14-12-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Cond. Concept Living Boutique - Apto 1001;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2018.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 101 - Bl 2 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 02-05-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 201 - Bl 5 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160;1;Escritura Definitiva de Compra e Venda datada de 25-10-2018.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 301 - Bl 3 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;321.35;1;Direitos de aquisição formalizados por meio de PCV datada de 27-07-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 204 - Bl 5 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 13-07-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 102 - Bl 5 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 30-08-2018.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Cond. Concept Living Boutique - Apto 602;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;125.95;1;Direitos de aquisição formalizados por meio de PCV datada de 08-07-2019;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 101 - Bl 1 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de cessão de PCV de 09-07-2018.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 101 - Bl 10 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 12-09-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 102 - Bl 3 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 102 - Bl 5 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 13-05-2022.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 101 - Bl 11 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 01-11-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 102 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 14-10-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 202 - Bl 4 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 27-07-2017.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Cond. Concept Living Boutique - Apto 202;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;63.66;1;Direitos de aquisição formalizados por meio de PCV datada de 10-04-2018.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 102 - Bl 11 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 01-11-2016.;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Família Freguesia do Ó - 86C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;Disponível para venda;;;;;;;;;;
22.646.161/0001-90;2026-03-31;1;Imóveis para venda acabados;Frad.E - Unid. 103 - Bl 4 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 13-12-2017.;;;;;;;;;;
22.862.226/0001-34;2026-03-31;1;Imóveis para renda acabados;Bolsa RJ;Praça XV de Novembro, nº 20, Centro, Rio de Janeiro;3761;4;Imóvel multiusuário. Neste empreendimento somente somos proprietários de 4 unidades;0.5;0;0.549958;;;;;;;
22.862.226/0001-34;2026-03-31;1;Imóveis para renda acabados;Santo Antonio;Rua Verbo Divino, 1.207, Chácara Santo Antonio, São Paulo;4463.64;8;Imóvel multiusuário;0.75;0;0.166973;;;;;;;
22.862.226/0001-34;2026-03-31;1;Imóveis para renda acabados;Barra Funda;Rua Domingos Marchetti, 77 - Jardim Pereira Leite, São Paulo;9084;1;Imóvel monousuário;0;0;0.061082;;;;;;;
23.426.470/0001-17;2026-03-31;1;Imóveis para renda acabados;GALPAO-DAFIT;Estrada Municipal Luiz Lopes Neto, nº 617, Bairro dos Tenentes - Extrema, Minas Gerais;76878;1;Direito de propriedade.;0;0;0;;;;;;;
23.426.470/0001-17;2026-03-31;1;Imóveis para renda acabados;VIA VAREJO;n. 1000 da Estrada dos Palmares, Campo Grande, Rio de Janeiro;145577.89;1;Direito real de supefície sobre o imóvel objeto da Matrícula 248.572, consitente em um galpãp logistico. Há um único Contrato de Locação Atípico, com prazo de duração de 180 meses, contados a partir de 8 de dezembro de 2015.;0;0;0;;;;;;;
23.532.837/0001-87;2026-03-31;1;Imóveis para renda acabados;WTORRE JK E;Entrada principal pela Rua Chedid Jafet, Avenida Presidente Juscelino Kubitschek, 2041 e 2235, Condominio Wtorre JK, Unidade Autonoma Bloco E pavimentos 5 ao 23,Jardim Paulista, São Paulo, SP;26399.759;1;Matricula 196215;0;0;0;;;;;;;
23.533.796/0001-43;2026-03-31;1;Imóveis para renda acabados;WTORRE JK D;Avenida Presidente Juscelino Kubitschek, 2041 e 2235, Condominio Wtorre JK, Unidade Autonoma 5 a 24, Pavimento D, Jardim Paulista, São Paulo - SP.;26021.728;1;Matriculas 196213, 196214 e 196212;0;0;0;;;;;;;
23.537.203/0001-17;2026-03-31;1;Imóveis para renda acabados;Edificio MAYRINK VEIGA - MV9;Rua Mayrink Veiga, 9, Sem Complemento, Centro, Rio De Janeiro/RJ, Brasil, 20090-050;15175.3;32;Direito de propriedade;0.18177163405937;0;0.5651789678296;;;;;;;
23.538.112/0001-04;2026-03-31;1;Imóveis para renda acabados;Centro Empresarial Sylvio Fraga;Rua Jardim Botânico, 97, Jardim Botânico, Rio de Janeiro/RJ;2153;5;Não há contrato de financiamento ou alienação do imóvel.;1;0;1;;;;;;;
23.570.871/0001-46;2026-03-31;1;Imóveis para renda acabados;CONDOMINIO WT MORUMBI;Avenida Das Nacoes Unidas, 14261, Sem Complemento, Vila Gertrudes, Sao Paulo/SP, Brasil, 04794-000;100000;35;Direito de propriedade;0.3766864017683;0;0.38175590755565;;;;;;;
23.740.527/0001-58;2026-03-31;1;Imóveis para renda acabados;Edificio de Escritório - Torre II (Central);Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF;57717.61;18;O Fundo detem 85% do Imóvel;0;0;0.318;;;;;;;
23.740.527/0001-58;2026-03-31;1;Imóveis para renda acabados;Edificio de Escritório - Torre III (Norte);Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF;55145.89;18;O Fundo detem 85% do Imóvel;0;0;0.3233;;;;;;;
23.740.527/0001-58;2026-03-31;1;Imóveis para renda acabados;Edificio de Escritório - Torre I (Sul);Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF;50215.36;18;O Fundo detem 85% do Imóvel;0;0;0.3312;;;;;;;
23.740.595/0001-17;2026-03-31;1;Imóveis para renda acabados;Shopping Hortolândia;Rua José Camilo de Camargo, 5 - Remanso Campineiro, Hortolândia - SP;31273.1;91;O fundo é proprietário de 100% do imóvel, sem ônus.;0.0174;0.0089;0.378944;;;;;;;
23.740.595/0001-17;2026-03-31;1;Imóveis para renda acabados;Shopping Valinhos;Rua Paiquerê, 200 - Jardim Paiquere, Valinhos - SP;28647.64;89;O fundo é proprietário de 100% do imóvel, sem ônus.;0.0792;0.0275;0.261548;;;;;;;
23.740.595/0001-17;2026-03-31;1;Imóveis para renda acabados;Shopping Bay Market;Av. Visconde do Rio Branco, 360 - Centro, Niterói - RJ;25972.29;78;O fundo é proprietário de 100% do imóvel, sem ônus.;0.2357;0.0632;0.350173;;;;;;;
23.768.027/0001-24;2026-03-31;1;Imóveis para renda acabados;Shopping Top Center;Avenida Paulista, 854, Sem Complemento, Bela Vista, Sao Paulo/SP, Brasil, 01311-100;29805.84;1;Direito de propriedade;0.0059;-0.003133;0.762491;;;;;;;
24.514.406/0001-50;2026-03-31;1;Imóveis para venda em construção;SINAL DE COMPRA DE IMÓVEL33535;Terreno urbano - Conjunto Beija Floro e Nova Esperança. situada no Córrego Braço Direito do Rio do Norte, no município de PortoSeguro/BA,;399483;1;Área total de 399.483,00 m² (trezentos e noventa e nove mil, quatrocentos e oitenta e três metros quadrados) e um perímetro de 3.000,808 em terras próprias, conforme descrição e caracterização da matrícula de n. 44.569 registrada junto ao Cartório de Registro de Imóveis da comarca de Porto Seguro/BA.;;;;;0.76;0;0;0;0;
24.514.406/0001-50;2026-03-31;1;Imóveis para venda em construção;VIEGAS - TRANCOSO Mat 44569;Área da Fazenda Praia do Forte, Distrito de Açu da Torre, Município de Mata de São João, Bahia, em 21/12/2021;55449.43;1;Área de terra contemplada com o termo de reserva legal da Fazenda Praia do Forte, Distrito de Açu da Torre, Município de Mata de São João, Bahia, identificada com AS-04, desmembrada da Matrícula nº 15.221, conf medidas e confrontações constantes na Matrícula nº 15.347.;;;;;0.76;0;0;0;0;
24.514.406/0001-50;2026-03-31;1;Imóveis para venda em construção;COMP AMB -M53631 TUC;Área Sul da Fazenda Praia do Forte, Município de Mata de São João, Bahia.;1232845.51;1;Área de terra denominada PR-01.1, PR-02.1, PR-03 e AS-04 resultante do amenbramento  de área de terras situada na área sul da Fazenda Praia do Forte, Município de Mata de São João, Bahia - Matrícula nº 27.444.;;;;;0.76;0;0;0;0;
24.514.406/0001-50;2026-03-31;1;Imóveis para venda em construção;IMOVEIS DOACAO PREF;TUCURUÍ EMP - TERRENO URBANO, situado no lugar denominado "Taípe", às margens do córrego do Pitinga, na Estrada Arraial/Trancoso, em Arraial d'Ajuda, no Município de Porto Seguro, Bahia,;3767900;1;Medidas e confrontações constantes na matrícula 33.535 devidamente registrada no Registro Geral, do Ofício do Registro de Imóveis da Comarca de Porto Seguro, Bahia.;;;;;0.76;0;0;0;0;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Pedroso Alvarenga;Rua Pedroso Alvarenga, 86, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04531-000;150.03;3;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Scheila;Rua Assuncao, 71, Sem Complemento, Botafogo, Rio De Janeiro/RJ, Brasil, 22251-030;55;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Jet Set;Rua Borges Lagoa, 1246, Sem Complemento, Vila Clementino, São Paulo/SP, Brasil, 04038-003;187.57;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Residencial Saint Michel;Avenida Fagundes Filho, 1097, Sem Complemento, Vila Monte Alegre, São Paulo/SP, Brasil, 04304-011;121.58;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Santa Bernadette;Avenida Nove De Julho, 2976, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01406-000;751.95;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Vila Helena;Rua Bela Cintra, 1332, Sem Complemento, Consolação, São Paulo/SP, Brasil, 01415-004;184.46;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Stay Aeroporto;Rua Doutor Jesuino Maciel, 1616, Sem Complemento, Campo Belo, São Paulo/SP, Brasil, 04615-004;132.07;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Costa Verde;Rua Joao Moura, 1391, Sem Complemento, Pinheiros, São Paulo/SP, Brasil, 05412-003;159.84;3;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Davisar;Rua Barata Ribeiro, 532, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22040-002;90.85;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Real Grandeza;Rua Itacema, 85, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04530-050;238.28;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Tosca;Rua Barata Ribeiro, 687, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22051-001;83;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Anete;Rua Pedroso Alvarenga, 660, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04531-001;121.3;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Park Plaza;Rua Joel Carlos Borges, 60, Sem Complemento, Cidade Monções, São Paulo/SP, Brasil, 04571-170;115.09;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Jardim Paulista;Avenida Nove De Julho, 3183, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01407-000;91.22;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Almirante Marques de Leao;Rua Almirante Marques De Leao, 267, Sem Complemento, Bela Vista, São Paulo/SP, Brasil, 01330-010;52.38;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Itapage;Rua Capitao Pinto Ferreira, 62, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01423-020;1745.77;3;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Inhambu;Rua Inhambu, 532, Sem Complemento, Vila Uberabinha, São Paulo/SP, Brasil, 04520-011;242.91;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Yolanda;Alameda Lorena, 706, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01424-000;188.82;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Prince Charles;Rua Ministro Armando De Alencar, 16, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22471-080;110;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Lagoa das Raizes;Rua Professor Gastao Bahiana, 615, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22071-055;308;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Lagoa Formosa e Prateada;Avenida Epitacio Pessoa, 2566, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22471-002;405;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Elizabeth;Rua Dias Da Rocha, 86, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22051-020;109.62;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Marco Claudio;Rua General Tasso Fragoso, 16, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22470-170;100;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Saint Claire Residences;Rua Henrique Oswald, 140, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22041-020;131;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Vitoria Regia;Rua Jardim Botanico, 192, Sem Complemento, Jardim Botânico, Rio De Janeiro/RJ, Brasil, 22461-000;116;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Escalada;Rua Viuva Lacerda, 249, Sem Complemento, Humaitá, Rio De Janeiro/RJ, Brasil, 22261-050;112.5;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio das Fontes;Rua Lisboa, 403, Sem Complemento, Cerqueira César, São Paulo/SP, Brasil, 05413-000;150.87;2;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Luminarias;Rua Luminarias, 274, Sem Complemento, Jardim Das Bandeiras, São Paulo/SP, Brasil, 05439-000;425.43;5;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Mima;Alameda Dos Guaios, 479, Sem Complemento, Planalto Paulista, São Paulo/SP, Brasil, 04070-000;111.69;3;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Catete Palazzo;Rua Do Catete, 129, Sem Complemento, Catete, Rio De Janeiro/RJ, Brasil, 22220-000;273.5;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Bruno;Rua Barata Ribeiro, 83, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22011-001;67.85;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Mont Seny;Rua Marques De Sao Vicente, 226, Sem Complemento, Gávea, Rio De Janeiro/RJ, Brasil, 22451-042;440.77;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Condominio Residencial Morada do Sol;Rua General Goes Monteiro, 8, 8, Sem Complemento, Botafogo, Rio De Janeiro/RJ, Brasil, 22290-905;194;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Barao de Nonohay;Avenida Nossa Senhora De Copacabana, 1039, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22020-001;100;1;Direito de propriedade;1;0;0;;;;;;;
24.796.967/0001-90;2026-03-31;1;Imóveis para renda acabados;Edificio Tricolor;Rua Pinheiro Machado, 103, Sem Complemento, Laranjeiras, Rio De Janeiro/RJ, Brasil, 22231-090;104.86;1;Direito de propriedade;1;0;0;;;;;;;
