CNPJ_Fundo_Classe;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
42.537.579/0001-76;2024-12-31;1;CRI/CRA;COMPANHIA PROVINCIA DE SECURITIZACAO;04200649000107;4;1;;;;8779;7808731.61
42.537.579/0001-76;2024-12-31;1;FIDC;AGRO RECEBIVEIS FIDC;55383671000170;;;;;;16020.15;10489217.04
42.537.579/0001-76;2024-12-31;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZACAO;41811375000119;86;1;;;;4043;3665925.8
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;174;1;;;;9923;5084122.04
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;107;1;;;;4101;4069132.6
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;23;4;;;;4764;2433821.07
42.537.579/0001-76;2024-12-31;1;FIDC;URA AGRO FIDC MEZ J;25382606000160;;;;;;5000;5044719.68
42.537.579/0001-76;2024-12-31;1;FIDC;MOBIUS JMS FIAGRO - DIREITOS CREDITORIOS DE RESPON;54326875000107;;;;;;10000;9409555.21
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;0;0;;;;29259;14801871.07
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;228;1;;;;7200;6735466.12
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;23;3;;;;8757;4985585.72
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;337;1;;;;9200;9362276.73
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;28;1;;;;5978;857579.96
42.537.579/0001-76;2024-12-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;17;1;;;;4738;5094637.54
42.537.579/0001-76;2024-12-31;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;09215250000113;;;;;;8789585.96;39839093.41
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;67;1;;;;7236;5214015.68
42.537.579/0001-76;2024-12-31;1;FIDC;URA AGRO FIDC SR 6;25382606000160;;;;;;8290;9629447.98
42.537.579/0001-76;2024-12-31;1;FIDC;URA AGRO FIDC SR 7;25382606000160;;;;;;394;396970.39
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;7;2;;;;3632;3706815.4
42.537.579/0001-76;2024-12-31;1;FIDC;CULTTIVO OCTANTE FIDCFIAGRO SN 5;44302001000166;;;;;;6000;6051085.67
42.537.579/0001-76;2024-12-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;16;1;;;;1069;1238490.74
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;114;1;;;;11920;11952399.51
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;120;1;;;;109;114231.8
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;125;1;;;;0;0
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;188;2;;;;4660;4882226.91
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;207;1;;;;6097;4492908.17
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;120;1;;;;10846;8298848.42
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;158;2;;;;437;439007.97
42.537.579/0001-76;2024-12-31;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZACAO;41811375000119;42;1;;;;10000;8772266.85
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;125;1;;;;15000;15097611.9
42.537.579/0001-76;2024-12-31;1;CRI/CRA;BETA SECURITIZADORA S/A;07021459000110;97;1;;;;19478;17355231.17
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;225;1;;;;9219;6078678.5
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;158;1;;;;7678;7791126.41
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;175;1;;;;16084;17903935.91
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;157;2;;;;3000;3005586.92
42.537.579/0001-76;2024-12-31;1;FII;BB FUNDO DE INVESTIMENTO DE CREDITO;42592257000120;;;;;;106649;6712488.06
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;23;2;;;;500;288213.62
42.537.579/0001-76;2024-12-31;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZACAO;41811375000119;87;1;;;;4043;3665925.8
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;270;1;;;;11450;5745710.48
42.537.579/0001-76;2024-12-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;222;1;;;;14432;14425252.57
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;79;1;;;;2272;1705039.63
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;80;1;;;;1350;1379219.47
42.537.579/0001-76;2024-12-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;32;1;;;;13681;7428737.86
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;111;1;;;;391;247283.94
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;144;1;;;;1784;1260237.56
42.537.579/0001-76;2024-12-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;76;1;;;;9586;8139612.46
42.537.579/0001-76;2024-12-31;1;CRI/CRA;ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO;10753164000143;259;2;;;;9295;9457953.79
42.537.579/0001-76;2024-12-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;69;1;;;;9947;7167470.13
42.537.579/0001-76;2024-12-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;23;1;;;;2814;1437609.67
42.537.601/0001-88;2024-03-31;1;Outras Cotas de FI;DAYCOVAL TÍTULOS PÚBLICOS I FUNDO DE INV;34658789000194;;;;;;1871.253766;2607122.15
42.537.601/0001-88;2024-03-31;1;Ações de Sociedades;JGP7 SPE INCORPORADORA LTDA;48625660000194;;;;;;5417500;5417500
42.537.601/0001-88;2024-03-31;1;FII;HEDGE PALADIN DESIGN OFFICES FUNDO DE IN;35688460000139;;;;;;59511;5775878.73
42.537.601/0001-88;2024-03-31;1;FII;CYRELA DESENVOLVIMENTO LOGISTICO FII;43010601000198;;;;;;20000;2195236.28
42.537.601/0001-88;2024-03-31;1;FII;PANORAMA LAST MILE SBC FII;40887170000154;;;;;;11066;1126561.54
42.537.601/0001-88;2024-03-31;1;Ações de Sociedades;SK HIGIENÓPOLIS EMPREENDIMENTOS IMOBILIA;41898331000178;;;;;;9044430.33;9044430.33
42.537.601/0001-88;2024-03-31;1;FII;YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36445551000106;;;;;;49107;4985830.52
42.537.601/0001-88;2024-03-31;1;Ações de Sociedades;JGP5 SPE INCORPORADORA LTDA;43707394000125;;;;;;5870024;5870024
42.537.601/0001-88;2024-03-31;1;FII;PANORAMA LAST MILE SBC FII;40887170000154;;;;;;58161;5921014.42
42.537.601/0001-88;2024-06-30;1;Outras Cotas de FI;DAYCOVAL TÍTULOS PÚBLICOS I FUNDO DE INV;34658789000194;;;;;;1740.72069152;2497422.81
42.537.601/0001-88;2024-06-30;1;FII;PANORAMA LAST MILE SBC FII;40887170000154;;;;;;11066;1126561.54
42.537.601/0001-88;2024-06-30;1;Ações de Sociedades;TELLUS;36740259000116;;;;;;1628075;1628075
42.537.601/0001-88;2024-06-30;1;Ações de Sociedades;JGP5 SPE INCORPORADORA LTDA;43707394000125;;;;;;5870024;5870024
42.537.601/0001-88;2024-06-30;1;FII;CYRELA DESENVOLVIMENTO LOGISTICO FII;43010601000198;;;;;;20000;2359205.86
42.537.601/0001-88;2024-06-30;1;Ações de Sociedades;JGP7 SPE INCORPORADORA LTDA;48625660000194;;;;;;6817500;6817500
42.537.601/0001-88;2024-06-30;1;FII;PANORAMA LAST MILE SBC FII;40887170000154;;;;;;58161;5921014.42
42.537.601/0001-88;2024-06-30;1;Ações de Sociedades;SK HIGIENÓPOLIS EMPREENDIMENTOS IMOBILIA;41898331000178;;;;;;10962693.33;10962693.33
42.537.601/0001-88;2024-06-30;1;FII;HEDGE PALADIN DESIGN OFFICES FUNDO DE IN;35688460000139;;;;;;59511;5775878.73
42.537.601/0001-88;2024-06-30;1;FII;YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36445551000106;;;;;;49107;4985830.52
42.537.601/0001-88;2024-09-30;1;FII;CYRELA DESENVOLVIMENTO LOGÍSTICO FUNDO D;43010601000198;;;;;;20000;2350179
42.537.601/0001-88;2024-09-30;1;FII;HEDGE PALADIN DESIGN OFFICES FUNDO DE IN;35688460000139;;;;;;61462;5963636.59
42.537.601/0001-88;2024-09-30;1;Ações de Sociedades;JGP5 SPE INCORPORADORA LTDA;43707394000125;;;;;;7120024;5809252.35
42.537.601/0001-88;2024-09-30;1;FII;PANORAMA LAST MILE SBC FUNDO DE INVESTIM;40887170000154;;;;;;58161;5828697.27
42.537.601/0001-88;2024-09-30;1;Outras Cotas de FI;DAYCOVAL TÍTULOS PÚBLICOS I FUNDO DE INV;34658789000194;;;;;;5996.57935395;8846038.42
42.537.601/0001-88;2024-09-30;1;Ações de Sociedades;TELLUS RESIDENCIAL II E PARTICIPAÇÕES LT;54634786000128;;;;;;1628075;1628075
42.537.601/0001-88;2024-09-30;1;Ações de Sociedades;SK HIGIENÓPOLIS EMPREENDIMENTOS IMOBILIA;41898331000178;;;;;;12623302.33;17012168.22
42.537.601/0001-88;2024-09-30;1;FII;YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36445551000106;;;;;;49107;5166022.37
42.537.601/0001-88;2024-09-30;1;FII;PANORAMA LAST MILE SBC FUNDO DE INVESTIM;40887170000154;;;;;;11066;1108996.82
42.537.601/0001-88;2024-09-30;1;Ações de Sociedades;JGP7 SPE INCORPORADORA LTDA;48625660000194;;;;;;7217500;21098615.23
42.537.601/0001-88;2024-12-31;1;Ações de Sociedades;JGP7 SPE INCORPORADORA LTDA;48625660000194;;;;;;8717500;21829312
42.537.601/0001-88;2024-12-31;1;Ações de Sociedades;JGP5 SPE INCORPORADORA LTDA;43707394000125;;;;;;7620024;6217204.08
42.537.601/0001-88;2024-12-31;1;FII;HEDGE PALADIN DESIGN OFFICES FUNDO DE IN;35688460000139;;;;;;71218;6910257.9
42.537.601/0001-88;2024-12-31;1;Outras Cotas de FI;DAYCOVAL TÍTULOS PÚBLICOS I FUNDO DE INV;34658789000194;;;;;;2367.0010265;3577334.16
42.537.601/0001-88;2024-12-31;1;FII;PANORAMA LAST MILE SBC FUNDO DE INVESTIM;40887170000154;;;;;;11066;1108996.82
42.537.601/0001-88;2024-12-31;1;FII;YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36445551000106;;;;;;49107;5166022.37
42.537.601/0001-88;2024-12-31;1;FII;PANORAMA LAST MILE SBC FUNDO DE INVESTIM;40887170000154;;;;;;4354;436343.05
42.537.601/0001-88;2024-12-31;1;FII;PANORAMA LAST MILE SBC FUNDO DE INVESTIM;40887170000154;;;;;;58161;5828697.27
42.537.601/0001-88;2024-12-31;1;FII;CYRELA DESENVOLVIMENTO LOGÍSTICO FUNDO D;43010601000198;;;;;;20000;2000000
42.537.601/0001-88;2024-12-31;1;Ações de Sociedades;SK HIGIENÓPOLIS EMPREENDIMENTOS IMOBILIA;41898331000178;;;;;;14256079.33;19212628.63
42.537.601/0001-88;2024-12-31;1;Ações de Sociedades;TELLUS RESIDENCIAL II E PARTICIPAÇÕES LT;54634786000128;;;;;;1753105;1753105
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;199;;;;5000;5022014.09
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;163;;;;2233;1935442.3
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;36;;;;20000;22080493.94
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;120;;;;2000;2191289.67
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VERT  COMPANHIA SECURITIZADORA;25005683000109;1;79;;;;3000;2897347.46
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;55;;;;20000;13744703.4
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;225;;;;2000;1818331.33
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;123;;;;1000;1011641.34
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;172;;;;2000;2147684.09
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;150;;;;20000;21195962.3
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;163;;;;4000;3466981.29
42.592.257/0001-20;2024-03-31;1;CRI/CRA;TRUE SECURITIZADORA;12130744000100;1;32;;;;7000;7365852
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;2;140;;;;5000;5043371.26
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;106;;;;3640;3794528.31
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;100;;;;10000;10828346.59
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;243;;;;2000;2035759.6
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;4000;4702556.41
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;2;223;;;;9000;9018699.5
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VERT  COMPANHIA SECURITIZADORA;25005683000109;1;79;;;;3400;3283578.23
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;2;20;;;;499;3374945.92
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;56;;;;10000;10597938.44
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;23;;;;10000;7581691.02
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;63;;;;10000;11478324.02
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;120;;;;2179;2547682.36
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;51;;;;3300;2586097.14
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;174;;;;5974;4182168.51
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;2;179;;;;3000;3233432.79
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;20;;;;1397;8001277.46
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;10000;11756391.01
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;24;;;;14300;14398848.78
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;158;;;;3000;3012751.42
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VERT  COMPANHIA SECURITIZADORA;25005683000109;1;79;;;;10000;9657824.85
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;120;;;;10000;11691979.63
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;213;;;;6000;5443038.68
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;4;114;;;;1667;1651741.56
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;31;;;;20000;22292171.72
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;201;;;;2000;2006503.63
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;41;;;;2000;1014844.91
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;199;;;;4972;4993890.81
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;313;;;;669;669000
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;2;259;;;;9700;9874972.2
42.592.257/0001-20;2024-03-31;1;Outras Cotas de FI;BB TOP PRINCIPAL REFERENCIADO DI LP FI;3504023000121;;;;;;71376.56;1132628.34
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;41;;;;5000;2537112.29
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;51;;;;2400;1880797.92
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;2163;2542907.38
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;45;;;;5000;5039930.89
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;162;;;;20000;21799465.85
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;48;;;;11002;8905728.19
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;128;;;;7084;7731143.88
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;163;;;;10000;8667453.22
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;154;;;;7163;7775494.35
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;201;;;;3000;3009755.45
42.592.257/0001-20;2024-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;5025;5907586.48
42.592.257/0001-20;2024-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;41;;;;15000;7611336.86
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;159;;;;2700;2835896.56
42.592.257/0001-20;2024-03-31;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;195;;;;4000;4032075.17
42.592.257/0001-20;2024-06-28;1;FIDC;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;25382606000160;;;;;;5898;5938963.15
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;51;;;;3300;2501425.25
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;2;223;;;;9000;9110705.83
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;123;;;;1000;1050097.78
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;36;;;;20000;21936257.39
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;45;;;;5000;5038621.61
42.592.257/0001-20;2024-06-28;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;32;;;;7000;3818241.98
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;120;;;;2000;2120108.6
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;31;;;;20000;21862668.01
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;114;;;;3333;3310860.92
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;5025;6021663.14
42.592.257/0001-20;2024-06-28;1;Outras Cotas de FI;0;0;;;;;;0;0
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;48;;;;11002;6698413.91
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;329;;;;10913;10859107.05
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;163;;;;10000;8925369.42
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;243;;;;2000;2013549.96
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;4000;4793363.69
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VERT  COMPANHIA SECURITIZADORA;25005683000109;1;179;;;;10000;9762427.17
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;201;;;;2000;2006359.68
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;41;;;;2000;1045714.64
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;23;;;;10000;7602732.13
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;150;;;;20000;20947754.8
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;20;;;;1397;6000744.18
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;159;;;;2700;1826427.23
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;199;;;;4972;4954682.96
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;163;;;;2233;1993034.99
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;10000;11983409.22
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;140;;;;5000;5174988.16
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;24;;;;14300;14395108.21
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;162;;;;20000;21110823.53
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;63;;;;10000;11274828.23
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;2;179;;;;3000;3246294.83
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VERT  COMPANHIA SECURITIZADORA;25005683000109;1;179;;;;3000;2928728.15
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;195;;;;4000;4010826.15
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;41;;;;5000;2614286.61
42.592.257/0001-20;2024-06-28;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;14;;;;2163;2592011.42
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;2;259;;;;9700;9814696.71
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;199;;;;5000;4982585.44
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;51;;;;2400;1819218.36
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;55;;;;20000;13866269.78
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;1;163;;;;4000;3570147.77
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;213;;;;6000;3621221.75
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;154;;;;7163;7593965.73
42.592.257/0001-20;2024-06-28;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZAÇÃO;41811375000119;1;103;;;;5000;4894519.12
42.592.257/0001-20;2024-06-28;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZAÇAO;8769451000178;2;41;;;;15000;7842859.83
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;313;;;;669;672314.59
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;201;;;;3000;3009539.52
42.592.257/0001-20;2024-06-28;1;CRI/CRA;ECO SECURITIZADORA  S.A.;10753164000143;1;128;;;;7084;7770913.87
