CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
08.706.065/0001-69;2025-09-30;1;Ibis Sao Paulo Morumbi;Avenida Roque Petroni Junior, 800, Sem Complemento, Jardim Das Acacias, Sao Paulo/SP, Brasil, 04707-000;2025-08-17;46.6;1;Direito de Propriedade.;0.00118583885976;0.01198400368927
08.706.065/0001-69;2025-09-30;1;Intercity Nacoes Unidas;Rua Fernandes Moreira, 1371, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003;2025-08-20;24.4;1;Direito de Propriedade.;0.00104353819659;0.01054592324656
08.706.065/0001-69;2025-09-30;1;Estanplaza Funchal;Rua Funchal, 281, Sem Complemento, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-060;2025-09-02;29.1;1;Direito de Propriedade.;0.00130900470376;0.01320250784943
08.706.065/0001-69;2025-09-30;1;Estanplaza International;Rua Fernandes Moreira, 1293, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003;2025-09-14;27.9;1;Direito de Propriedade.;0.00105910380577;0.01068202907817
08.706.065/0001-69;2025-09-30;1;Estanplaza International;Rua Fernandes Moreira, 1293, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003;2025-09-22;27.9;1;Direito de Propriedade.;0.00107814387419;0.01087406555598
09.072.017/0001-29;2025-03-31;1;GVT Curitiba;Rua Francisco Nunes, 1395 - Curitiba - PR;2025-02-28;9163.74;1;-;0.021753;0.021632
09.072.017/0001-29;2025-06-30;1;Berrini One;Avenida Eng. Carlos Berrini, 105 - São Paulo - SP;2025-05-15;2959.34;4;-;0.274134;0.108681
11.827.568/0001-05;2025-03-31;1;Rua Penido Bumier;Rua Penido Bumier;2025-01-27;1;1;Penido burnier;0.0214;0.0045
12.516.185/0001-70;2025-09-30;1;C&A - Alphaville;Alameda Araguaia, 617, Alphaville, Barueri/SP;2025-09-19;8492;1;O Fundo possui 100% do imóvel.;0;0
13.598.226/0001-88;2025-09-30;1;HIPODROMO;RUA DO HIPODROMO, 600;2025-09-22;4540;1;ID 338 MATRICULA 125.042;0.0666;0.3362
13.598.226/0001-88;2025-09-30;1;ARIZONA;RUA ARIZONA, 715;2025-07-07;153.73;1;ID 32 MATRICULA 92411;0.0024;0.0121
13.974.819/0001-00;2025-09-30;1;Imóvel Duque de Caxias - Galpão 01;Rod. Washington Luiz, km 114, Via Projetada Aterial PD04,  nº 3777;2025-09-15;49603;1;A Transação foi concluída pelo valor total de R$ 87.000.000,00, nos termos aprovados na Assembleia Geral Extraordinária de Cotistas do Fundo, realizada em 23 de outubro de 2024, descontados os montantes referentes à saldos devedores.;0.7049;0.4069
14.410.722/0001-29;2025-06-30;1;P_GROSSA;R.AUGUSTO RIBAS,555;2025-04-30;7562.77;1;Nenhuma característica relevante;-0.009101;-0.00849
14.410.722/0001-29;2025-06-30;1;SORO_CAT;R.XV DE NOVEMBRO,63/67;2025-04-30;2089.12;1;Nenhuma característica relevante;-0.003916;-0.003653
14.410.722/0001-29;2025-09-30;1;MARING_;AV.DUQUE DE CAXIAS 448;2025-07-03;7623.36;1;Nenhuma característica relevante;0.0158523983794564;0.014481104619243
14.410.722/0001-29;2025-09-30;1;PARAISO;AV.BERNARDINO DE CAMPOS,250;2025-08-01;1447.47;1;Nenhuma característica relevante;0.0119811105918733;0.010944698195352
14.631.148/0001-39;2025-03-31;1;DUQUE DE CAXIAS;Galpão Comercia l/Industrial e seu respectivo terreno sito à Rodovia Washington Luiz (BR040 Km 108, nº 18.720. Duque de Caxias Rio de Janeiro;2025-01-15;8566.89;1;Galpão Comercial/Industrial;0.0647;0.0578
15.461.076/0001-91;2025-03-31;1;THE ONE OFFICE;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2025-02-01;269.48;5;Unidades 1901/1505/1902/1707 e 1708;0.0143;0.013
15.461.076/0001-91;2025-06-30;1;THE ONE OFFICE;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2025-05-21;88.19;1;Unidades 1907;0.004;0.0036
15.461.076/0001-91;2025-09-30;1;THE ONE OFFICE;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2025-07-18;48;1;UNIDADE 603;0.0025;0.0024
15.461.076/0001-91;2025-09-30;1;THE ONE OFFICE;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2025-09-30;48;1;UNIDADE 701;0.0031;0.0029
15.576.907/0001-70;2025-06-30;1;Santa Cecília;R. das Palmeiras;2025-05-12;2920.29;1;n-a;0.00240198438367512;0.00221800267522881
15.576.907/0001-70;2025-09-30;1;São Mateus - São Paulo/SP;Av. Mateo Bei, 413 - São Paulo/SP;2025-08-07;888;1;n-a;0.003235;0.002921
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-17;18.9;2;Direito de Propriedade.;0.00093293781822;0.00933589441621
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-14;18.9;4;Direito de Propriedade.;0.00186587563645;0.01867178883242
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-14;18.9;1;Direito de Propriedade.;0.00046646890911;0.0046679472081
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-14;18.9;1;Direito de Propriedade.;0.00046646890911;0.0046679472081
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-14;18.9;2;Direito de Propriedade.;0.00093293781822;0.00933589441621
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-14;18.9;1;Direito de Propriedade.;0.00046646890911;0.0046679472081
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-14;18.9;1;Direito de Propriedade.;0.00046646890911;0.0046679472081
18.308.516/0001-63;2025-09-30;1;Novotel POA Aeroporto;Avenida Severo Dullius, 2055, Sem Complemento, Anchieta, Porto Alegre/RS, Brasil, 90200-310;2025-09-20;18.9;2;Direito de Propriedade.;0.00093293781822;0.00933589441621
20.680.775/0001-62;2025-09-30;1;Av das Nacoes Unidas nº 19847;Avenida Das Nacoes Unidas, 19847, Sem Complemento, Vila Almeida, São Paulo/SP, Brasil, 04795-100;2025-07-27;4406.48;1;Direito de Propriedade.;0.0060712982642;0.61967913781859
21.126.204/0001-43;2025-03-31;1;Rua da Paz, 338 - Afogados;Rua da Paz, 338 - Afogados;2025-01-28;1272;1;N/A;0.006094;0.006085
21.126.204/0001-43;2025-06-30;1;Rua Oswaldo Cruz, 132;Rua Oswaldo Cruz, 132;2025-05-20;1832;1;N/A;0.018519;0.014344
21.126.204/0001-43;2025-09-30;1;17;Rua Riachuelo, 360 - Centro;2025-08-06;1118;1;N/A;0.005675;0.005736
21.126.204/0001-43;2025-09-30;1;6;Rua Carijós, 645 - Centro;2025-09-29;2002;1;N/A;0.044604;0.045082
21.126.204/0001-43;2025-09-30;1;5;Av. Paraná, 321 - Centro;2025-09-29;4724;1;N/A;0.113207;0.11442
21.126.204/0001-43;2025-09-30;1;12;Av. Presidente Kennedy, 09;2025-09-29;2662;1;N/A;0.042219;0.042671
21.126.204/0001-43;2025-09-30;1;14;Pça XV de Novembro, 111;2025-09-29;1145;1;N/A;0.015081;0.015242
21.126.204/0001-43;2025-09-30;1;40;Av. Adolfo Pinheiro, 62 - Santo Amaro;2025-09-29;3264;1;N/A;0.089055;0.09001
24.703.709/0001-11;2025-03-31;1;Apto Nº114 - Ed Caroline ;Rua Urimonduba, nº 114;;;1;Unidade localizada no Apto Nº114 - Ed Caroline ;0;0
24.703.709/0001-11;2025-03-31;1;Apto Nº104 - Ed. Guaraí - R. Dr. Mello;Rua Dr. Mello Alves nº 247;;;1;Unidade localizada no Apto Nº104 - Ed. Guaraí - R. Dr. Mello;0;0
24.703.709/0001-11;2025-03-31;1;Apto Nº112 - Mourato Coelho;Mourato Coelho, 112;;;1;-;0;0
24.796.967/0001-90;2025-03-31;1;Edificio Yolanda;Alameda Lorena, 706, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01424-000;2025-02-20;188.82;2;Direito de Propriedade;0.01593589905904;1.8436218411097
24.796.967/0001-90;2025-03-31;1;Edificio Saint Claire Residences;Rua Henrique Oswald, 140, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22041-020;2025-01-12;131;1;Direito de Propriedade;0.01109625144276;1.17015650490395
24.796.967/0001-90;2025-03-31;1;Edificio Mont Seny;Rua Marques De Sao Vicente, 226, Sem Complemento, Gávea, Rio De Janeiro/RJ, Brasil, 22451-042;2025-02-27;440.77;1;Direito de Propriedade;0.02369157210253;2.74087452591237
24.796.967/0001-90;2025-03-31;1;Edificio Pedroso Alvarenga;Rua Pedroso Alvarenga, 86, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04531-000;2025-01-09;150.03;3;Direito de Propriedade;0.01426229024451;1.50403150023506
24.796.967/0001-90;2025-03-31;1;Edificio Lagoa das Raizes;Rua Professor Gastao Bahiana, 615, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22071-055;2025-02-13;308;1;Direito de Propriedade;0.02115657388756;2.44760095163975
24.796.967/0001-90;2025-06-30;1;Edificio Costa Verde;Rua Joao Moura, 1391, Sem Complemento, Pinheiros, São Paulo/SP, Brasil, 05412-003;2025-04-24;159.84;3;Direito de Propriedade;0.01175397701781;1.20496277812494
24.796.967/0001-90;2025-06-30;1;Edificio Davisar;Rua Barata Ribeiro, 532, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22040-002;2025-05-21;90.85;1;Direito de Propriedade;0.01808369101001;1.92792657465234
24.796.967/0001-90;2025-06-30;1;Edificio Almirante Marques de Leao;Rua Almirante Marques De Leao, 267, Sem Complemento, Bela Vista, São Paulo/SP, Brasil, 01330-010;2025-05-05;52.38;1;Direito de Propriedade;0.00473874124826;0.50520356590143
24.796.967/0001-90;2025-09-30;1;Edificio Inhambu;Rua Inhambu, 532, Sem Complemento, Vila Uberabinha, São Paulo/SP, Brasil, 04520-011;2025-07-10;242.91;1;Direito de propriedade;0.02360415644367;2.46699255614733
24.796.967/0001-90;2025-09-30;1;Edificio Mima;Alameda Dos Guaios, 479, Sem Complemento, Planalto Paulista, São Paulo/SP, Brasil, 04070-000;2025-07-10;111.69;3;Direito de propriedade;0.00874306422532;0.913782892994481
24.796.967/0001-90;2025-09-30;1;Condominio Residencial Morada do Sol;Rua General Goes Monteiro, 8, 8, Sem Complemento, Botafogo, Rio De Janeiro/RJ, Brasil, 22290-905;2025-07-14;194;1;Direito de propriedade;0.01693571762775;1.77003950216849
24.796.967/0001-90;2025-09-30;1;Edificio Tosca;Rua Barata Ribeiro, 687, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22051-001;2025-07-16;83;1;Direito de propriedade;0.01524214586497;1.59303555195164
24.796.967/0001-90;2025-09-30;1;Edificio Santa Bernadette;Avenida Nove De Julho, 2976, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01406-000;2025-07-27;751.95;1;Direito de propriedade;0.01693571762775;1.77003950216849
24.796.967/0001-90;2025-09-30;1;Edificio Chateau de Cheverny;Rua Maestro Francisco Braga, 181, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22041-070;2025-08-21;84;1;Direito de propriedade;0.01802852159185;1.83920692132973
24.796.967/0001-90;2025-09-30;1;Edificio Stay Aeroporto;Rua Doutor Jesuino Maciel, 1616, Sem Complemento, Campo Belo, São Paulo/SP, Brasil, 04615-004;2025-08-13;132.07;1;Direito de propriedade;0.01023240414673;1.04387419859255
26.813.118/0001-22;2025-03-31;1;Sítio Pedregulho - Matrícula 91.820;Rua Colina 501/502 - Agua Chata - Guarulhos - SP;2025-01-15;15328.7;1;imóvel;1;1.2406
28.548.288/0001-52;2025-06-30;1;Pão De Açúcar  Sto And;Rua das Figueiras, nº 1.021 - Operário;2025-05-15;2450;1;Direito de propriedade;0;0
28.548.288/0001-52;2025-06-30;1;Assaí Ipatinga;Avenida José Júlio da Costa, s/n - Ferroviários - MG;2025-05-21;15671.75;1;Direito de propriedade;0;0
28.893.734/0001-66;2025-03-31;1;SV_306B;Rua Coronel Veiga,  585 - Coronel Veiga Residencial San Vicenzo Unidade 306 B;2025-02-26;71.68;1;Nenhuma característica relevante;0.035265;0.026968
28.893.734/0001-66;2025-03-31;1;GV2_505;Rua Ituverava, 562 - SPE Ituverava Empreendimentos Imobiliários Condomínio Grand Village Freguesia Unidade 505 2;2025-01-03;119.95;1;Nenhuma característica relevante;0.043213;0.033046
28.893.734/0001-66;2025-03-31;1;GV3_506;Rua Ituverava, 562 - SPE Ituverava Empreendimentos Imobiliários Condomínio Grand Village Freguesia Unidade 506 3;2025-01-30;207.45;1;Nenhuma característica relevante;0.058611;0.044821
29.267.567/0001-00;2025-06-30;1;MAT - 179.771;Rua Princesa Isabel, nº 94, Brooklin Paulista, São Paulo/SP;2025-05-19;112.91;1;EDIFÍCIO GAUDÍ - N° 61;1;0.001064
29.267.567/0001-00;2025-06-30;1;MAT - 179.776;Rua Princesa Isabel, nº 94, Brooklin Paulista, São Paulo/SP;2025-05-19;112.91;1;EDIFÍCIO GAUDÍ - N° 71;1;0.001064
29.641.226/0001-53;2025-03-31;1;Pernambucanas Ibiporã;Av. Paraná, Esq. R. D. Pedro ii, 112, Ibiporã, PR;2025-02-28;988.49;1;-;0.001142;0.001292
29.641.226/0001-53;2025-03-31;1;Porto Velho;Rodovia BR 364, s/n Km 3,5;2025-01-28;7910;1;-;0.005372;0.006075
29.641.226/0001-53;2025-06-30;1;Ed. Santo Alberto;Rua Quatá, 67, Vila Olímpia, São Paulo, SP;2025-06-17;6804.8;1;-;1;0.0434844844119145
30.495.165/0001-42;2025-03-31;1;MM2  G01  (Módulos 1 ao 12);Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900;2025-01-24;53930;1;N/A;1;0.26
30.495.165/0001-42;2025-03-31;1;MM2  G01  (Módulos 13 ao 24);Rodovia BR-101 Sul, nº 5225, Lote 004B, Ditrito de Ponte dos Carvalhos, Município de Cabo de Santo Agostinho, Pernambuco, CEP 54503-900;2025-01-24;56122.89;1;N/A;1;0.31
30.567.216/0001-02;2025-03-31;1;Edifício Banco Mercantil do Brasil;Avenida Paulista, 925;2025-03-26;215.71;1;Conjunto 102 do Edifício Banco Mercantil. Objeto da matrícula 73.372 com duas vagas de garagem objetos de matrículas distintas cujos número são: vaga 30 matrícula 73.373 e vaga 31 matrícula 73.374.;0.000676810978524795;0.000780383506941258
30.567.216/0001-02;2025-03-31;1;Edifício Millenium;Av. Brigadeiro Faria Lima, 3015;2025-02-25;181.17;1;Conjunto 132 do Edifício Millennium com utilização de 8 vagas de garagem. Objeto da matrícula 153.312 .;0.00900699267571748;0.0106220536802181
30.567.216/0001-02;2025-06-30;2;Edifício Millenium;Av. Brigadeiro Faria Lima, 3015;2025-04-28;181.17;1;Conjunto 131 com utilização de 9 vagas de garagem;0.00862874487241996;0.00998471955194408
30.871.698/0001-81;2025-09-30;1;BARRA PRIVATE - 281137;Avenida Armando Lombardi, 400 Rio de Janeiro - RJ;2025-08-22;3909.58;1;UNIDADE - 109;0;0
31.508.219/0001-20;2025-03-31;1;Vargas;Avenida Presidente Vargas, 824, Centro, Rio de Janeiro;2025-02-20;15497.63;23;Não se aplica;0.363829;0.1691
31.508.219/0001-20;2025-06-30;1;Ouvidor 107;Rua do Ouvidor, 107, Centro, Rio de Janeiro;2025-05-20;6284;1;Não se aplica;;
31.508.219/0001-20;2025-09-30;1;Ouvidor 107;Rua do Ouvidor, 107, Centro, Rio de Janeiro;2025-05-20;6284;1;Não se aplica;0;0
31.894.369/0001-19;2025-09-30;1;Edifício Rachid Saliba;Rua Bela Cintra, 986, Cerqueira Cesar - São Paulo - SP;2025-07-18;12358.2;28;-;1;0.467865
32.274.163/0001-59;2025-09-30;1;CANOPUS - SALA Nº 101 A;Av. Tamboré, 267 - Alphaville - Barueri - SP;2025-09-22;1137;1;Área construída de 22.899,55m² (andares do 6 ao 17, 19, 20 e 23 - Torre A e andares 8, 10 16 a 18, 22 e 23 - Torre B);0.008316;0.009989
32.274.163/0001-59;2025-09-30;1;CANOPUS - SALA Nº 91 A;Av. Tamboré, 267 - Alphaville - Barueri - SP;2025-09-22;1137;1;Área construída de 22.899,55m² (andares do 6 ao 17, 19, 20 e 23 - Torre A e andares 8, 10 16 a 18, 22 e 23 - Torre B);0.008316;0.009989
32.903.702/0001-71;2025-03-31;1;Galpão Logístico Barueri - SP;Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP;2025-02-27;18884;1;N/A;0.0884424589703336;0.0865204403744824
34.197.776/0001-65;2025-09-30;1;Hotel Vila Madalena;Rua Aspicuelta, 245, Numeros 245, 251 E 259, Vila Madalena, Sao Paulo/SP, Brasil, 05433-010;2025-08-20;3467.7;1;Não possui características que destoem dos demais;0.43966675989442;57.1069776264992
34.508.923/0001-70;2025-03-31;1;HIPICA MAX G;Rua Manoel Ribero da Cruz, S/N, São Paulo - SP, CEP 04716-030;2025-02-27;861.12;1;Não se aplica;0.150369;0.12959
34.508.923/0001-70;2025-06-30;1;EVO_APTO 903;Alameda Xingu, 512, Apto 903, Alphaville - Barueri - SP, 6455030;2025-04-23;531.13;1;n/a;0;0.0317
34.691.520/0001-00;2025-09-30;1;GPA TITO;Rua Tito, 671, Sem Complemento, Vila Romana, Sao Paulo/SP, Brasil, 05051-000;2025-08-12;0;1;Não possui caracteristicas que destoem dos demais;1;3.04695125604314
34.691.520/0001-00;2025-09-30;1;GPA COTIA;Avenida Sao Camilo, 700, Sem Complemento, Granja Viana, Cotia/SP, Brasil, 06709-150;2025-08-12;5357.8;1;Não possui caracteristicas que destoem dos demais;1;1.79610949643042
34.691.520/0001-00;2025-09-30;1;GPA SANTANA;Rua Augusto Tolle, 470, Sem Complemento, Santana, Sao Paulo/SP, Brasil, 02405-000;2025-08-12;5515.7;1;Não possui caracteristicas que destoem dos demais;1;5.10639210907124
34.691.925/0001-48;2025-03-31;1;NP_1111;Rua Dr. Nilo Peçanha, 100 - Sala 1111 - Centro, Guarulhos/SP;2025-01-09;34.17;1;Nenhuma característica relevante;0.000306;0.000334
34.691.925/0001-48;2025-03-31;1;NP_1201;Rua Dr. Nilo Peçanha, 100 - Sala 1201 - Centro, Guarulhos/SP;2025-01-22;38.48;1;Nenhuma característica relevante;0.000323;0.000352
34.691.925/0001-48;2025-03-31;1;NM_6_L;Av. A - Quadra F1, 4165 - Loja 6, Praia do Paiva - Cabo de Santo Agostinho-PE;2025-01-30;62.43;1;Nenhuma característica relevante;0.00105;0.001143
34.691.925/0001-48;2025-03-31;1;P1417_3;Rua Equador, N° 43 - "Porto Atlântico Leste";2025-02-17;27.78;1;Nenhuma característica relevante;0.0005;0.000544
34.691.925/0001-48;2025-03-31;1;NM_411_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 411 - Av. A nº 4165;2025-02-10;143.69;1;Nenhuma característica relevante;0.000695;0.000757
34.691.925/0001-48;2025-03-31;1;NM_413_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 413 - Av. A nº 4165;2025-02-10;109.18;1;Nenhuma característica relevante;0.000528;0.000575
34.691.925/0001-48;2025-03-31;1;NM_415_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 415 - Av. A nº 4165;2025-02-13;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;NM_416_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 416 - Av. A nº 4165;2025-02-10;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;NM_417_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 417 - Av. A nº 4165;2025-02-03;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;NM_418_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 418 - Av. A nº 4165;2025-01-30;96.46;1;Nenhuma característica relevante;0.000466;0.000508
34.691.925/0001-48;2025-03-31;1;VER_B113;Loja Calçada Condomínio Vertice Unidade 113 B - Av. Miguel Antonio Frnandes, 1333;2025-02-28;159.17;1;Nenhuma característica relevante;0.002312;0.002517
34.691.925/0001-48;2025-03-31;1;VER_B306;Sala Comercial Calçada Condomínio Vertice Unidade 306 B - Av. Miguel Antonio Frnandes, 1333;2025-02-25;33.44;1;Nenhuma característica relevante;0.000315;0.000343
34.691.925/0001-48;2025-03-31;1;VER_A310;Sala Comercial Calçada Condomínio Vertice Unidade 310 A - Av. Miguel Antonio Frnandes, 1333;2025-02-21;32.73;1;Nenhuma característica relevante;0.000332;0.000361
34.691.925/0001-48;2025-03-31;1;VER_B315;Sala Comercial Calçada Condomínio Vertice Unidade 315 B - Av. Miguel Antonio Frnandes, 1333;2025-03-11;33.44;1;Nenhuma característica relevante;0.000315;0.000343
34.691.925/0001-48;2025-03-31;1;VER_B522;Sala Comercial Calçada Condomínio Vertice Unidade 522 B - Av. Miguel Antonio Frnandes, 1333;2025-03-05;38.36;1;Nenhuma característica relevante;0.000357;0.000389
34.691.925/0001-48;2025-03-31;1;VER_B528;Sala Comercial Calçada Condomínio Vertice Unidade 528 B - Av. Miguel Antonio Frnandes, 1333;2025-03-10;33.49;1;Nenhuma característica relevante;0.000315;0.000343
34.691.925/0001-48;2025-03-31;1;VER_B533;Sala Comercial Calçada Condomínio Vertice Unidade 533 B - Av. Miguel Antonio Frnandes, 1333;2025-01-17;75.98;1;Nenhuma característica relevante;0.000735;0.000801
34.691.925/0001-48;2025-03-31;1;VER_B601;Sala Comercial Calçada Condomínio Vertice Unidade 601 B - Av. Miguel Antonio Frnandes, 1333;2025-02-20;74.47;1;Nenhuma característica relevante;0.000693;0.000755
34.691.925/0001-48;2025-03-31;1;VER_B612;Sala Comercial Calçada Condomínio Vertice Unidade 612 B - Av. Miguel Antonio Frnandes, 1333;2025-02-14;35.87;1;Nenhuma característica relevante;0.000349;0.000379
34.691.925/0001-48;2025-03-31;1;VER_A620;Sala Comercial Calçada Condomínio Vertice Unidade 620 A - Av. Miguel Antonio Frnandes, 1333;2025-02-19;33.41;1;Nenhuma característica relevante;0.000332;0.000361
34.691.925/0001-48;2025-03-31;1;U_104_B;Sala Comercial Fernando Linhares Unique Condominium Unidade 104 Business - Rua Franciso Candido Magalhães, 40;2025-03-06;43.4502;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_204_B;Sala Comercial Fernando Linhares Unique Condominium Unidade 204 Business - Rua Franciso Candido Magalhães, 40;2025-03-06;43.4502;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_108_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 108 Trade - Rua Franciso Candido Magalhães, 40;2025-03-18;49.4091;1;Nenhuma característica relevante;0.000672;0.000732
34.691.925/0001-48;2025-03-31;1;U_109_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 109 Trade - Rua Franciso Candido Magalhães, 40;2025-02-17;49.4091;1;Nenhuma característica relevante;0.000672;0.000732
34.691.925/0001-48;2025-03-31;1;U_201_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 201 Trade - Rua Franciso Candido Magalhães, 40;2025-02-11;49.2073;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_207_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 207 Trade - Rua Franciso Candido Magalhães, 40;2025-01-17;49.4091;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_208_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 208 Trade - Rua Franciso Candido Magalhães, 40;2025-01-03;49.4091;1;Nenhuma característica relevante;0.00063;0.000686
34.691.925/0001-48;2025-03-31;1;U_1407_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 1407 Trade - Rua Franciso Candido Magalhães, 40;2025-03-28;49.4091;1;Nenhuma característica relevante;0.000672;0.000732
34.691.925/0001-48;2025-03-31;1;U_1902_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 1902 Trade - Rua Franciso Candido Magalhães, 40;2025-02-14;49.4091;1;Nenhuma característica relevante;0.000714;0.000778
34.691.925/0001-48;2025-03-31;1;U_2006_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 2006 Trade - Rua Franciso Candido Magalhães, 40;2025-02-21;91.6953;1;Nenhuma característica relevante;0.001219;0.001327
34.691.925/0001-48;2025-03-31;1;U_2106_T;Sala Comercial Fernando Linhares Unique Condominium Unidade 2106 Trade - Rua Franciso Candido Magalhães, 40;2025-01-13;91.6953;1;Nenhuma característica relevante;0.001219;0.001327
34.691.925/0001-48;2025-03-31;1;U_3_B;Sala Comercial Fernando Linhares Unique Condominium Unidade 3 Business - Rua Franciso Candido Magalhães, 40;2025-02-10;103.6641;1;Nenhuma característica relevante;0.00158;0.00172
34.895.711/0001-93;2025-09-30;1;ALPHACASTELLO J13;Rua Paraná, Itu/SP;2025-08-20;0;1;São Paulo;0;0
35.652.102/0001-76;2025-03-31;1;Vila Olimpia Corporate;Rua Fidencio Ramos, 302, Sem Complemento, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-010;2025-01-31;756.32;2;Não possui características que destoe dos demais;0.0599;0.007045
36.368.925/0001-37;2025-09-30;1;EXTRA - TERESINHA;Avenida Presidente Kennedy, 501, São Cristóvão - Teresina/PI;2025-08-20;30000;1;n/d;0;0
36.445.551/0001-06;2025-06-30;1;ATIBAIA 11;Rua Dr. Fausto Ferraz, 115 , Paraíso - SP;2025-05-23;141;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;ATIBAIA 32;Rua Dr. Fausto Ferraz, 115 , Paraíso - SP;2025-05-23;141;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;ATIBAIA 72;Rua Dr. Fausto Ferraz, 115 , Paraíso - SP;2025-05-23;141;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;BARROS VIANNA 142;Av. Rebouças, 1480 - Pinheiros, SP;2025-05-23;134;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;COMODORO 52;Pc Amadeu Amaral, 84 - Bela Vista , SP;2025-05-23;144;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;COMODORO 53;Pc Amadeu Amaral, 84 - Bela Vista, SP;2025-05-23;144;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;COTE D´AZUR 123;Rua Guilherme Barbosa de Melo, 84,  Brooklin - SP;2025-05-23;93;1;Direito de propriedade;;
