CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
35.507.262/0001-21;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6732446.09;15999019.65;17634488.9;0;299172.44;56809.69;0;0;24666107.43;16055829.34;24666107.43;16055829.34;442892.75;442892.75;0;0;0;0;0;0;442892.75;442892.75;;;-877066.22;-857896.85;-490897.26;-2399097.61;0;0;0;0;0;0;-32889.68;-32170.82;6005.84;0;0;0;-52116.04;-81072.68;0;0;0;0;0;0;0;0;0;0;-483.4;-519.38;-83675.4;-69163.16;-1531122.16;-3439920.5;23577878.02;13058801.59;28335719.34;26918933.373;;;27910395.183;-3137650.67;24772744.513;0.98499
35.507.262/0001-21;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;3964109.11;16462878.06;3157498.7;0;1733659.52;829968.42;0;0;8855267.33;17292846.48;8855267.33;17292846.48;389888.01;389888;;;;;;;389888.01;389888;;;-947081.54;-919353.88;-950534.12;0;-1275;0;0;0;0;0;-35515.23;-34475.43;-11116.08;-36950;0;0;-39083.56;-25070.73;0;0;0;0;0;0;0;0;0;0;-405.56;-326.36;-69943.66;-71218.66;-2054954.75;-1087395.06;7190200.59;16595339.42;16595339.42;15765572.449;;;13179908.839;-8786605.89;4393302.949;0.794193
35.507.262/0001-21;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4708462.54;10825388.49;20963770.46;0;121327.21;348368.58;0;0;25793560.21;11173757.07;25793560.21;11173757.07;291455.09;291455.1;0;0;0;0;0;0;291455.09;291455.1;;;-922121.08;-917125.7;-1971847.86;-2555781.86;-3825;0;-12012.8;0;0;0;-34579.22;-34391.9;-8888.32;0;0;0;-60685.05;-42679.42;0;0;0;0;0;0;0;0;0;0;-85.88;-9.08;-72040.13;-87877.93;-3086085.34;-3637865.89;22998929.96;7827346.28;24422685.7;23201551.415;;;25584528.915;-21449655.56;4134873.355;1.047572
35.507.457/0001-71;2025-03-31;2;;;;;;;;;0;0;;;;;;;;;;;;;0;0;3270747.09;4699086.38;11142229.85;0;3512885.2;-81513.87;20085756.22;19864751.89;38011618.36;24482324.4;38011618.36;24482324.4;679855.19;679855.19;;;;;;;679855.19;679855.19;;;-1396024.51;-1432612.36;;;-33204.2;-33204.2;;;;;-34999.92;-32895.56;-25740.17;;;;-471634.68;-459435.9;2885.3;;;;;;;;;;;;-5824.57;-259714.45;-1964542.75;-2217862.47;36726930.8;22944317.12;22944317.12;21797101.264;;;21579625.204;-14386416.8;7193208.404;0.940522
35.507.457/0001-71;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;2844541.92;2844541.92;4593666.53;;-150951.8;-150951.8;18980208.24;18980208.24;26267464.89;21673798.36;26267464.89;21673798.36;1629068.71;1629068.71;;;;;;;1629068.71;1629068.71;;;-1499115.41;-1455421.18;;;-105142.29;-105142.29;;;;;-36281.79;-36351.93;-80842.97;-55102.04;;;-1293222.8;-1305421.58;;;;;;;;;;;;;-5788.12;-5788.12;-3020393.38;-2963227.14;24876140.22;20339639.93;43283957.05;41119759.1975;;;43159250.3975;-35966042;7193208.3975;0.997119
35.507.457/0001-71;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;1609612.45;1609612.45;-16995553.93;0;2383821.87;2383821.87;20006021.29;20006021.29;7003901.68;23999455.61;7003901.68;23999455.61;901444.06;901444.06;;;;;;;901444.06;901444.06;;;-1572381.72;-1537212.07;;;-131073.74;-131073.74;;;;;-34885.56;-34999.19;-24750;-55102.04;;;-523258.71;-523258.71;;;;;;;;;;;;;-48534.42;-150666.1;-2334884.15;-2432311.85;5570461.59;22468587.82;22468587.82;21345158.429;;;21579625.199;-14386416.8;7193208.399;0.960435
35.507.457/0001-71;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;3546196.33;3546196.33;29242132.04;;1596958.65;1596958.65;32858527.7;32858527.7;67243814.72;38001682.68;67243814.72;38001682.68;2946356.3;2946356.3;;;;;;;2946356.3;2946356.3;;;-2660557.76;-2248160.71;;;-188472.68;-188472.68;;;;;-38905.53;-38501.14;-24000;;;;-1876826.02;-1876826.02;;;;;;;;;;;;;-110639.73;-138471.26;-4899401.72;-4490431.81;65290769.3;36457607.17;58926194.99;55979885.2405;;;58378381.1905;-46418785.5;11959595.6905;0.990703
35.507.610/0001-60;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;7000000;7000000;;;;;0;0;7000000;7000000;7000000;7000000;13193.17;13193.17;;;;;0;0;13193.17;13193.17;;;-175381.89;-175381.89;;;0;0;;;;;;;-8573.51;-23323.62;;;-14093.49;-4250.81;;;;;;;;;;;;;-1409.71;-1409.71;-199458.6;-204366.03;6813734.57;6808827.14;6808827.14;6468385.783;;;6808827.143;-6734836.16;73990.983;1
35.507.610/0001-60;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;6500000;6500000;;;;;0;0;6500000;6500000;6500000;6500000;13990.64;13990.64;;;;;0;0;13990.64;13990.64;;;-175381.89;-175381.89;;;0;0;;;;;;;-8435.23;-11661.81;;;-13836.18;-32431.11;;;;;;;;;;;;;-1987.82;-1987.82;-199641.12;-221462.63;6314349.52;6292528.01;13101355.15;12446287.3925;;;13101355.1525;-13029231.04;72124.1125;1
35.507.610/0001-60;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;6000000;6000000;;;;;;;6000000;6000000;6000000;6000000;16135.52;16135.52;;;;;;;16135.52;16135.52;;;-175381.89;-175381.89;;;;;;;;;;;-10497.75;0;;;-15002.73;-10559.29;;;;;;;;;;;;;-1472.71;-1472.71;-202355.08;-187413.89;5813780.44;5828721.63;5828721.63;5537285.5485;;;5828721.6285;-5274413.25;554308.3785;1
35.507.610/0001-60;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;4000000;4000000;11655774.58;0;;;;;15655774.58;4000000;15655774.58;4000000;22211.05;22211.05;;;;;;;22211.05;22211.05;;;-204214.66;-201011.02;;;;;;;;;;;-9308.62;0;;;-14548.11;-10239.3;;;;;;;;;;;;;-1407.28;-1407.28;-229478.67;-212657.6;15448506.96;3809553.45;0;0;;0;0;0;0;0
35.586.415/0001-73;2025-03-31;1;;;;;0;;0;;0;0;5046883.36;5470007.41;0;0;0;0;0;0;-549541.37;0;0;0;4497341.99;5470007.41;447014.2;646544.22;77808.63;0;0;0;0;0;524822.83;646544.22;5022164.82;6116551.63;116262.8;116262.8;0;0;0;0;0;0;116262.8;116262.8;;;-372974.13;-387565.62;0;0;0;0;0;0;0;0;-22378.14;-23253.61;-11902.93;0;0;0;-25228.54;-16451.55;0;0;0;0;0;0;-1270.19;-1218.88;0;0;-484.67;-948.72;-45607.31;-14017.31;-479845.91;-443455.69;4658581.71;5789358.74;5789358.74;5499890.803;;;5523840.003;-3682560;1841280.003;0.954137
35.586.415/0001-73;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;5218462.36;4898723.28;0;0;0;0;0;0;-2143203.85;0;0;0;3075258.51;4898723.28;-459606.62;508294.04;1241590.45;0;0;0;0;0;781983.83;508294.04;3857242.34;5407017.32;137432.36;137432.36;0;0;0;0;0;0;137432.36;137432.36;;;-372317.89;-366318.82;0;0;0;0;0;0;0;0;-22338.76;-21978.84;-11904.89;0;0;0;-17769.81;-51259.84;0;0;0;0;0;0;-1167.57;-789.75;0;0;-569.6;-605.58;-13477.7;-13477.7;-439546.22;-454430.53;3555128.48;5090019.15;10879377.89;10335408.9955;;;11047679.9955;-493200;10554479.9955;1.01547
35.586.415/0001-73;2025-09-30;1;0;0;0;0;0;0;0;0;0;0;5875450.18;5402365.55;0;0;0;0;0;0;-1150272.38;0;0;0;4725177.8;5402365.55;317650.3;491836.26;0;0;0;0;0;0;317650.3;491836.26;5042828.1;5894201.81;127606.01;127606.01;0;0;0;0;0;0;127606.01;127606.01;;;-399509.32;-388603.49;0;0;0;0;0;0;0;0;-23970.2;-23315.86;-12827.76;-36000;0;0;-19222.07;-7399.37;0;0;0;0;0;0;-285.16;-789.75;0;0;-509;-429.8;-14297.06;-14297.06;-470620.57;-470835.33;4699813.54;5550972.49;5550972.49;5273423.8655;;;5523839.9955;-3682560;1841279.9955;0.995112
35.586.415/0001-73;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;6398908.02;5746922.08;0;0;0;0;0;0;12422270.65;0;0;0;18821178.67;5746922.08;83380.34;472698.75;247029.53;0;512558.33;0;0;0;842968.2;472698.75;19664146.87;6219620.83;197793.33;197793.33;0;0;0;0;0;0;197793.33;197793.33;;;-389174.81;-387123.83;0;0;0;0;0;0;0;0;-23350.17;-23227.1;540.55;0;0;0;-18869.44;-8139.6;0;0;-1031.11;0;0;0;-1008.64;-1210.95;0;0;-85.88;-9.08;-14856.56;-14856.56;-447836.06;-434567.12;19414104.14;5982847.04;11533819.53;10957128.5535;;;11047680.0035;-9206400;1841280.0035;0.957851
35.652.081/0001-99;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506780.15;506780.15;0;0;0;0;-236567.07;-236567.07;270213.08;270213.08;0;0;-154630.65;-154630.65;0;0;-348543.55;-348543.55;0;0;0;0;0;0;-8574.99;0;0;0;-7589.49;0;0;0;-9242.67;-9242.67;0;0;-3950.01;0;0;0;0;0;-116579.98;-116579.98;-649111.34;-628996.85;-378898.26;-358783.77;-1786807.87;0;;0;0;0;0;0
35.652.081/0001-99;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130649452.54;0;0;0;0;0;130649452.54;0;130649452.54;0;164834.37;164834.37;0;0;0;0;0;0;164834.37;164834.37;0;0;-153890.78;-153890.78;0;0;-568270.02;-568270.02;0;0;0;0;0;0;-7044.56;-10859.1;0;0;-7701.83;-15291.32;0;0;-14538.33;-14538.33;0;0;-15649.97;-6766.63;0;0;0;0;158955.79;158955.79;-608139.7;-610660.39;130206147.21;-445826.02;-2232633.89;0;;0;0;0;0;0
35.652.081/0001-99;2025-09-30;1;0;0;0;0;0;0;;;0;0;-188545.27;-188545.27;-15600;-15600;0;0;0;0;0;0;0;0;-204145.27;-204145.27;0;0;0;0;0;0;0;0;0;0;-204145.27;-204145.27;20271.8;20271.8;0;0;0;0;0;0;20271.8;20271.8;0;0;-228374.71;-228374.71;0;0;-410976.35;-410976.35;0;0;0;0;0;0;-13476.26;-26337.9;0;0;-9440.49;-9440.49;0;0;-39044.7;-39044.7;0;0;-3125.01;0;0;0;0;0;-61072.92;-61072.92;-765510.44;-775247.07;-949383.91;-959120.54;-3191754.43;0;;0;0;0;0;0
35.652.081/0001-99;2025-12-31;1;0;0;0;0;0;0;;;0;0;0;0;0;0;291445690.98;291445690.98;-175378180.01;-175378180.01;0;0;0;0;116067510.97;116067510.97;398983.56;398983.56;-228082;-228082;0;0;0;0;170901.56;170901.56;116238412.53;116238412.53;87180.65;87180.65;0;0;0;0;0;0;87180.65;87180.65;0;0;-229584.18;-229584.18;0;0;-114459.32;-114459.32;0;0;0;0;0;0;-9049.73;0;0;0;-7636.96;-7636.96;0;0;-1553.33;-1553.33;0;0;-3125.01;-5733.37;0;0;0;0;-410602.36;-410602.36;-776010.89;-769569.52;115549582.29;115556023.66;114596903.12;108867057.964;;0;114596903.12;-114596903.12;0;1
35.652.102/0001-76;2025-03-31;1;0;0;-15401496.27;-15401496.27;0;0;0;0;-15401496.27;-15401496.27;38255506.99;38264764.83;-49800;-49800;20042480;20042480;0;0;-124958.17;0;-44115.52;-44115.52;58079113.3;58213329.31;7483829.08;7483829.08;-315829.57;0;0;0;0;0;7167999.51;7483829.08;49845616.54;50295662.12;948746.66;948746.66;0;0;0;0;-147296.93;-147296.93;801449.73;801449.73;0;0;-4674115.22;-4674115.22;0;0;-446327.63;-446327.63;0;0;0;0;-179.41;-179.41;-16250.01;0;0;0;-335930.47;-309071.74;-761614.24;-761614.24;-91296.85;-91296.85;0;0;-9875.01;0;0;0;-3785.42;-3785.42;-80589.03;-80589.03;-6419963.29;-6366979.54;44227102.98;44730132.31;44730132.31;42493625.6945;;0;44730132.31;-12115995.69;32614136.62;1
35.652.102/0001-76;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;38661420.21;37637027.23;-1005;-1005;0;0;0;0;73952069.53;0;1275814.93;1275814.93;113888299.67;38911837.16;6979987.84;6979987.84;7162533.9;0;0;0;0;0;14142521.74;6979987.84;128030821.41;45891825;1584007.4;1584007.4;0;0;0;0;-296466.36;-296466.36;1287541.04;1287541.04;0;0;-4851841.48;-4851841.48;0;0;-661774.54;-661774.54;0;0;0;0;-204.78;-204.78;-3749.97;0;0;0;-278154.38;-438158.23;-289228.11;-289228.11;-88829.63;-88829.63;0;0;-26074.97;-27850;0;0;-79.02;-79.02;-87321.55;-102645.66;-6287258.43;-6460611.45;123031104.02;40718754.59;85448886.9;81176442.555;;0;85448886.9;-52811005.1;32637881.8;1
35.652.102/0001-76;2025-09-30;1;0;0;0;0;0;0;;;0;0;36604084.59;37556300.08;-19815.59;-19815.59;0;0;0;0;0;0;-1080607.1;-1063561.65;35503661.9;36472922.84;5705478.8;5705478.8;-1621797.11;0;0;0;0;0;4083681.69;5705478.8;39587343.59;42178401.64;1586740.43;1586740.43;0;0;0;0;-63443.36;-63443.36;1523297.07;1523297.07;0;0;-4692050.9;-4692050.9;0;0;-311349.49;-311349.49;0;0;0;0;-312.02;-312.02;-13125;0;0;0;-261056.89;-240459.81;-375950.75;-375950.75;-44218.77;-44218.77;0;0;-13925.01;0;0;0;0;0;-102657.18;-102657.18;-5814646.01;-5766998.92;35295994.65;37934699.79;37934699.79;36037964.8005;;0;37934699.79;-6701155.27;31233544.52;1
35.652.102/0001-76;2025-12-31;1;0;0;0;0;0;0;;;0;0;37313052.34;37270963.67;0;0;0;0;0;0;0;0;-1417369.69;-1407142.42;35895682.65;35863821.25;4631089.68;4631089.68;928194.04;0;0;0;0;0;5559283.72;4631089.68;41454966.37;40494910.93;1672547.38;1672547.38;0;0;0;0;-570285.71;-570285.71;1102261.67;1102261.67;0;0;-4891466.37;-4891466.37;0;0;-476483.24;-476483.24;0;0;0;0;-337.56;-337.56;-76065.96;-94460.64;0;0;-351552.89;-308333.84;-831669.46;-831669.46;-106565;-106565;0;0;-13925.01;-27850;0;0;-79.02;-79.02;-102918.56;-102918.56;-6851063.07;-6840163.69;35706164.97;34757008.91;72691708.7;69057123.265;;0;72691708.7;-43327842.65;29363866.05;1
35.652.174/0001-13;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4921.34;4921.34;0;0;0;0;0;0;4921.34;4921.34;414619;451788.54;39674.88;0;0;0;0;0;454293.88;451788.54;459215.22;456709.88;59307.76;59307.76;0;0;0;0;-13343.99;-13343.99;45963.77;45963.77;0;0;-128438.96;-128438.96;0;0;0;0;0;0;0;0;0;0;-10749.99;0;0;0;-4565.45;-2193.74;0;0;0;0;0;0;0;0;0;0;0;0;-2843.22;254917.8;-146597.62;124285.1;358581.37;626958.75;626958.75;595610.8125;;0;626958.75;-425960.33;200998.42;1
35.652.174/0001-13;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18194.2;18194.2;0;0;11526478.79;0;0;0;11544672.99;18194.2;0;-7975.62;0;0;0;0;0;0;0;-7975.62;11544672.99;10218.58;13385.61;13385.61;0;0;0;0;-1752.38;-1752.38;11633.23;11633.23;0;0;-68268.7;-68268.7;0;0;-4478.44;-4478.44;0;0;0;0;0;0;-13127.93;0;0;0;-2371.73;-4743.44;0;0;-7478.36;-7478.36;0;0;0;0;0;0;0;0;-2693.68;255067.34;-98418.84;170098.4;11457887.38;191950.21;818908.96;777963.512;;0;818884.11;-758007.44;60876.67;0.99997
35.652.174/0001-13;2025-09-30;1;0;0;0;0;0;0;;;0;0;0;0;0;0;24478.69;24478.69;0;0;0;0;0;0;24478.69;24478.69;0;0;0;0;0;0;0;0;0;0;24478.69;24478.69;19442.73;19442.73;0;0;0;0;-5633.51;-5633.51;13809.22;13809.22;0;0;-63245.07;-63245.07;0;0;0;0;0;0;0;0;0;0;-11344.47;-45377.9;0;0;-2371.74;-2371.74;-30;-30;0;0;0;0;0;0;0;0;0;0;-2427.22;255333.8;-79418.5;144309.09;-41130.59;182597;182597;173467.15;;0;182597;-121486.66;61110.34;1
35.652.174/0001-13;2025-12-31;1;0;0;0;0;0;0;;;0;0;0;0;0;0;28381.45;28381.45;0;0;0;0;0;0;28381.45;28381.45;0;0;0;0;0;0;0;0;0;0;28381.45;28381.45;4078.82;4078.82;0;0;0;0;-917.5;-917.5;3161.32;3161.32;0;0;-63872.13;-63872.13;0;0;0;0;0;0;0;0;0;0;-11344.47;0;0;0;-2371.7;-2371.7;0;0;0;0;0;0;0;0;0;0;0;0;-2359.87;255401.15;-79948.17;189157.32;-48405.4;220700.09;403297.09;383132.2355;;0;403297.09;-329338.33;73958.76;1
35.652.227/0001-04;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;328497.64;328497.64;0;0;0;0;0;0;0;0;-73677.59;0;254820.05;328497.64;674658.5;674658.5;-723065.62;0;-90.99;-90.99;0;0;-48498.11;674567.51;206321.94;1003065.15;18866.04;18866.04;0;0;0;0;-3318.78;-3318.78;15547.26;15547.26;0;0;-129302.2;-129302.2;0;0;-9853;-9853;0;0;0;0;-428.34;-428.34;-10775.01;-12930;0;0;-3162.3;0;0;0;0;0;0;0;-2349.99;0;0;0;0;0;-5176.64;-5176.64;-161047.48;-157690.18;60821.72;860922.23;860922.23;817876.1185;;0;860922.23;-203821.77;657100.46;1
35.652.227/0001-04;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;372825.9;372825.9;0;0;0;0;0;0;-2764463.72;0;771290;0;-1620347.82;372825.9;653096.96;653096.96;1028393.78;0;-287336.73;-287336.73;0;0;1394154.01;365760.23;-226193.81;738586.13;21600.4;21600.4;0;0;0;0;-5660.44;-5660.44;15939.96;15939.96;0;0;-127529.76;-127529.76;0;0;-9511.8;-9511.8;0;0;0;0;-412.89;-412.89;-9075.01;0;0;0;-3162.29;-6324.59;0;0;-1500;-1500;0;0;-3149.99;-5100;0;0;0;0;-3757.59;-3757.59;-158099.33;-154136.63;-368353.18;600389.46;1461311.69;1388246.1055;;0;1461311.69;-1068090.19;393221.5;1
35.652.227/0001-04;2025-09-30;1;0;0;0;0;0;0;;;0;0;393632.45;359822.29;0;0;0;0;0;0;0;0;0;0;393632.45;359822.29;533312.68;533312.68;-164094.1;0;-872193.28;-872193.28;0;0;-502974.7;-338880.6;-109342.25;20941.69;14810.68;14810.68;0;0;0;0;-1523.21;-1523.21;13287.47;13287.47;0;0;-124746.71;-124746.71;0;0;-27104.94;-27104.94;0;0;0;0;-134.59;-134.59;-10350;-31823.32;0;0;-3162.27;-3162.27;0;0;-60000;-60000;0;0;-2550;0;0;0;-4715;-4715;-3757.59;-3757.59;-236521.1;-255444.42;-332575.88;-221215.26;-221215.26;0;;0;0;0;0;0
35.652.227/0001-04;2025-12-31;1;0;0;0;0;0;0;;;0;0;378133.76;378133.76;-33000;-33000;0;0;0;0;0;0;0;0;345133.76;345133.76;506308.63;506308.63;-156954.48;0;-488.19;-488.19;-138066.3;-138066.3;210799.66;367754.14;555933.42;712887.9;52304.13;52304.13;0;0;0;0;0;0;52304.13;52304.13;0;0;-124474.45;-124474.45;0;0;-11947.29;-11947.29;0;0;0;0;-136;-136;-14411.88;-13638.56;0;0;-3162.28;-3162.28;0;0;-30000;-30000;0;0;-2550;-5100;0;0;0;0;-4022.73;-4022.73;-190704.63;-192481.31;417532.92;572710.72;351495.46;333920.69;;0;354207.76;0;354207.76;1.007716
35.652.252/0001-80;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1479123.39;1446158.41;3137577.82;-0.01;152636.01;152636.01;-3709.63;-3709.63;4765627.59;1595084.78;4765627.59;1595084.78;45525.99;45525.99;0;0;0;0;-10388.12;-10388.12;35137.87;35137.87;0;0;-132883.64;-132883.64;0;0;0;0;0;0;0;0;-579.89;-579.89;-8750.01;-0.03;0;0;-3162.3;0;0;0;0;0;0;0;0;0;0;0;0;0;-11945.86;-11945.86;-157321.7;-145409.42;4643443.76;1484813.23;1484813.23;1410572.5685;;0;1484813.21;-736154.67;748658.54;1
35.652.252/0001-80;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1584434.43;1631800.21;1447612.34;0;-133633.98;-133633.98;-8416.72;-8416.72;2889996.07;1489749.51;2889996.07;1489749.51;109148.53;109148.53;0;0;0;0;-9576.73;-9576.73;99571.8;99571.8;0;0;-145677.65;-145677.65;0;0;0;0;0;0;0;0;-608.05;-608.05;-45685.51;-14774.2;0;0;-3162.29;-6324.57;0;0;0;0;0;0;0;0;0;0;0;0;-16769.02;-16769.02;-211902.52;-184153.49;2777665.35;1405167.82;2889981.05;2745481.9975;;0;2889981.05;-2021946.87;868034.18;1
35.652.252/0001-80;2025-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1691195.73;1592320.88;120729.91;0;288955.31;288955.31;-11346.74;-11346.74;2089534.21;1869929.45;2089534.21;1869929.45;186848.58;186848.58;0;0;0;0;-28949.96;-28949.96;157898.62;157898.62;0;0;-146496.51;-146496.51;0;0;0;0;0;0;0;0;-533.66;-533.66;-10233.88;-23161.29;0;0;-3162.27;-3162.27;0;0;-20304;-20304;0;0;0;0;0;0;0;0;-16714.67;-16714.67;-197444.99;-210372.4;2049987.84;1817455.67;1817455.67;1726582.8865;;0;1817455.67;-652862.26;1164593.41;1
35.652.252/0001-80;2025-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1638028.97;1614414.57;2055708.24;0;-950800.18;-950800.18;-2168.32;-2168.32;2740768.71;661446.07;2740768.71;661446.07;62401.55;62401.55;0;0;0;0;-39449.43;-39449.43;22952.12;22952.12;0;0;-134139.8;-134139.8;0;0;0;0;0;0;0;0;-534.35;-534.35;-9233.88;0;0;0;-3162.28;-3162.28;0;0;0;0;0;0;0;0;0;0;-0.02;-0.02;-14691.54;-14691.54;-161761.87;-152527.99;2601958.96;531870.2;2349325.87;2231859.5765;;0;2491668.91;-2030497.5;461171.41;1.060589
35.652.278/0001-28;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;17395171.88;17395171.88;0;0;0;0;0;0;0;0;574654.9;574654.9;17969826.78;17969826.78;0;0;0;0;0;0;0;0;0;0;17969826.78;17969826.78;489031.08;489031.08;0;0;0;0;-96127.75;-96127.75;392903.33;392903.33;0;0;-510130.51;-510130.51;0;0;-77658.52;-77658.52;0;0;0;0;0;0;-13741.65;0;0;0;-10119.33;0;0;0;-118607.01;-118607.01;-118066.56;0;-13016.67;0;0;0;0;0;24971.45;24971.45;-836368.8;-681424.59;17526361.31;17681305.52;17681305.52;16797240.244;;0;17947861.404;-9074059.08;8873802.324;1.015076
35.652.278/0001-28;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;17746323.05;17746323.05;0;0;0;0;0;0;47601529.9;0;575046.55;575046.55;65922899.5;18321369.6;0;0;0;0;0;0;0;0;0;0;65922899.5;18321369.6;460264.98;460264.98;0;0;0;0;-92778.23;-92778.23;367486.75;367486.75;0;0;-526790.96;-526790.96;0;0;-82500.77;-82500.77;0;0;0;0;0;0;-55541.67;-19800;0;0;-15200.83;1664.72;0;0;-168641.77;-168641.77;-118066.56;0;-28296.67;-75680;0;0;0;0;25980.49;25980.49;-969058.74;-845768.29;65321327.51;17843088.06;35524393.58;33748173.901;;0;35524393.58;-26176824.94;9347568.64;1
