CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2025-09-30;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;-1921650.78;-1921650.78;-1921650.78;-1921650.78;102927.48;102927.48;;;;;;;102927.48;102927.48;-1818723.3;-1818723.3;;;;;;;;;0;0;;;-152486.4;-152486.4;;;;;;;;;0;0;0;0;;;-18362.97;-18362.97;;;-10022.82;-10022.82;;;-3400;-3400;;;0;0;-7502.91;-7502.91;-191775.1;-191775.1;-2010498.4;-2010498.4;-2010498.4;0;;;0;0;0;0
00.762.723/0001-28;2025-12-31;1;;;;;;;;;0;0;224415;224415;0;0;0;0;0;0;-3825000;0;-3222216.83;-2191685.9;-6822801.83;-1967270.9;181893.01;181893.01;;;;;;;181893.01;181893.01;-6640908.82;-1785377.89;;;;;;;;;0;0;;;-156790.5;-155355.8;;;;;;;;;0;0;-29498;-14749;;;-42713.71;-36365.57;;;-5929.36;-5929.36;;;-3400;-3400;;;0;0;-9940.95;-9940.95;-248272.52;-225740.68;-6889181.34;-2011118.57;-4021616.97;0;;;0;0;0;0
00.868.235/0001-08;2025-03-31;1;;;;;;;;;0;0;2512357.95;2456422.53;-1270125.17;-1270125.17;0;0;0;0;0;0;83089.99;52736.64;1325322.77;1239034;;;;;;;;;0;0;1325322.77;1239034;55492.93;55492.93;;;;;;;55492.93;55492.93;;;-174902.22;-174902.22;;;;;;;;;0;0;0.04;-27038.64;;;-30554.06;0;;;-545.38;-545.38;;;-13000;-13000;;;-2731.05;-2731.05;-60171.37;-60171.37;-281904.04;-278388.66;1098911.66;1016138.27;1016138.27;965331.3565;;;1023846.5965;-325896;697950.5965;1.007586
00.868.235/0001-08;2025-06-30;1;;;;;;;;;0;0;2585614.82;2687589.3;-784078.89;-767430.07;0;0;0;0;0;0;-286255.16;-284419.98;1515280.77;1635739.25;;;;;;;;;0;0;1515280.77;1635739.25;75341.38;75341.38;;;;;;;75341.38;75341.38;;;-184818.26;-179860.24;;;;;;;;;0;0;0;0;;;-10119.3;-10119.3;;;-10378.83;-10378.83;;;0;0;;;-307.84;-307.84;-45968.86;-45285.16;-251593.09;-245951.37;1339029.06;1465129.26;2481267.53;2357204.1535;;;2474093.8035;-1949944.4;524149.4035;0.997109
00.868.235/0001-08;2025-09-30;1;;;;;;;;;0;0;2941517.27;2856742.21;-607164.99;-606840.34;0;0;0;0;0;0;-294068.12;-293622.83;2040284.16;1956279.04;;;;;;;;;0;0;2040284.16;1956279.04;69584.07;69584.07;;;;;;;69584.07;69584.07;;;-189776.28;-189776.28;;;;;;;;;0;0;0;0;;;-5059.65;-5059.65;;;-416.62;-416.62;;;0;0;;;-1137.48;-1137.48;-41075.81;-41075.81;-237465.84;-237465.84;1872402.39;1788397.27;1788397.27;1698977.4065;;0;2714170.5165;-2165578.92;548591.5965;1.517655
00.868.235/0001-08;2025-12-31;1;;;;;;;;;0;0;3068036.58;3306880.83;-215798.59;-232772.06;0;0;0;0;10895000;0;-378441.15;-378487.95;13368796.84;2695620.82;;;;;;;;;0;0;13368796.84;2695620.82;46492.48;46492.48;;;;;;;46492.48;46492.48;;;-189776.28;-189776.28;;;;;;;;;0;0;-43397.15;-28931.42;;;-10650.17;-5059.71;;;-1416.65;-1416.65;;;-17500;-8750;;;0;0;-45466.75;-45466.75;-308207;-279400.81;13107082.32;2462712.49;4251109.76;4038554.272;;888270.16;5139379.922;-2165578.92;2973801.002;1.20895
01.201.140/0001-90;2025-03-31;1;;;;;;;;;0;0;9423039.69;12922791.9;-792413.16;-792413.16;;;;;;;-466938.74;-466938.74;8163687.79;11663440;;;;;;;;;0;0;8163687.79;11663440;242498.97;242498.97;;;;;;;242498.97;242498.97;;;-309706.68;-303371.49;;;;;;;;;;;;-18000;;;;;;;-38890.6;-38890.6;;;-5250;-5250;;;-6639;-6639;640709.86;-8680.91;280223.58;-380832;8686410.34;11525106.97;11525106.97;10948851.6215;;;7063623.0015;-7063623;0.0015;0.61289
01.201.140/0001-90;2025-06-30;1;;;;;;;;;0;0;10677838.59;10405215.07;-1856409.64;-1856409.64;0;0;0;0;0;0;-530265.76;-530265.76;8291163.19;8018539.67;;;;;;;;;0;0;8291163.19;8018539.67;277080.77;277080.77;;;;;;;277080.77;277080.77;;;-309706.77;-309706.77;;;;;;;;;0;0;0;0;;;-276072.43;-276072.43;;;-11357.36;-11357.36;;;0;0;;;6463.77;6463.77;-24016.89;-24016.89;-614689.68;-614689.68;7953554.28;7680930.76;19206037.73;18245735.8435;;;19071782.1035;-19071782.1;0.0035;0.99301
01.201.140/0001-90;2025-09-30;1;;;;;;;;;0;0;10483113.58;10685418.47;-1731818.35;-1731818.35;0;0;0;0;0;0;-511981.49;-511981.49;8239313.74;8441618.63;;;;;;;;;0;0;8239313.74;8441618.63;209765.92;209765.92;;;;;;;209765.92;209765.92;;;-309706.77;-309706.77;;;;;;;;;0;0;0;0;;;-56807.32;-56807.32;;;-14304.71;-14304.71;;;0;0;;;-1041.96;-1041.96;-15130.19;-15130.19;-396990.95;-396990.95;8052088.71;8254393.6;8254393.6;7841673.92;;0;7063623.3;-4705013;2358610.3;0.855741
01.201.140/0001-90;2025-12-31;1;;;;;;;;;0;0;13255620.9;10277305.33;-1219723.02;-1219723.02;0;0;0;0;15588265.68;0;-384603.92;-384603.92;27239559.64;8672978.39;;;;;;;;;0;0;27239559.64;8672978.39;208193.2;208193.2;;;;;;;208193.2;208193.2;;;-309706.77;-309706.77;;;;;;;;;0;0;-37926;-18963;;;-70066.12;-60307.66;;;-12750.99;-12750.99;;;-5000;-5000;;;0;0;-19659.15;-19659.15;-455109.03;-426387.57;26992643.81;8454784.02;16709177.62;15873718.739;;0;16246332.899;-13174036.4;3072296.499;0.9723
01.235.622/0001-61;2025-03-31;1;;;;;;;;;0;0;13087792.9;12541419.43;-7924264.96;-7924264.96;42047657.4;28182637.53;;;;;1464468.46;1994479.56;48675653.8;34794271.56;17978101.71;17978101.71;9810273.23;;;;704890.96;704890.96;28493265.9;18682992.67;77168919.7;53477264.23;4946702.84;4946702.84;;;;;;;4946702.84;4946702.84;;;-8265006.32;-8271005.58;;;-1934767.19;-2078749.41;;;;;;;;-349800;;;-1757096.93;-1757096.93;;;;;;;;;;;-976824.68;-976824.68;-17859908.22;-22949937.56;-30793603.34;-36383414.16;51322019.2;22040552.91;22040552.91;20938525.2645;;37769068.62;59809621.5345;-59809621.53;0.0045;2.713617
01.235.622/0001-61;2025-06-30;1;;;;;;;;;0;0;12742366.29;12834710.98;-10656125.56;-10656125.56;17528921.06;34492083.48;;;;;1192047.29;962766.22;20807209.08;37633435.12;8018037.62;8018037.62;-15924006.55;;;;36605568.04;36129530.75;28699599.11;44147568.37;49506808.19;81781003.49;5250262.43;5250262.43;;;;;;;5250262.43;5250262.43;;;-8756271.63;-8748199.34;;;-2455493.28;-2261758.35;;;;;;;;;;;-1162236.58;-1162236.58;;;;;;;;;;;-1305150.82;-1305150.82;-14807423.97;-68067509.44;-28486576.28;-81544854.53;26270494.34;5486411.39;32405654.88;30785372.136;;27403836.13;59809491.006;-59809491.01;-0.004;1.84565
01.235.622/0001-61;2025-09-30;1;;;;;;;;;0;0;12440964.28;13453539.18;-8882710.4;-8882710.4;50964834.02;50964834.02;;;;;4196408.77;2716955.24;58719496.67;58252618.04;6877355.44;6877355.44;21394836.51;;-0.02;;1198997.83;1198997.83;29471189.76;8076353.27;88190686.43;66328971.31;4351644.31;4351644.31;;;;;;;4351644.31;4351644.31;;;-9363887.43;-9348433.25;;;-1703423.42;-1599554.32;;;;;;;-92697;;;;-1204603.32;-1204603.32;;;;;;;;;;;-1515233.69;-1515233.69;-12491788.87;-12449219.09;-26371633.73;-26117043.67;66170697.01;44563571.95;44563571.95;42335393.3525;;;30785371.2925;-30785371.29;0.0025;0.690819
01.235.622/0001-61;2025-12-31;1;;579103429.9;;;;;;;0;579103429.9;50729492.22;50729492.22;-19534411.77;-19534411.77;;;;;;;-479057114.1;-479057114.1;-447862033.65;-447862033.65;40504197.5;40504197.5;;;;;7137455.25;7137455.25;47641652.75;47641652.75;-400220380.9;178883049;80757706.84;80757706.84;;;;;;;80757706.84;80757706.84;;;-1452301.37;-1452301.37;;;-38836097.18;-38836097.18;;;;;;;-370788;-370788;;;-20575580.78;-20575580.78;;;;;;;;;;;;;-41263263.09;-41263263.09;-102498030.42;-102498030.42;-421960704.48;157142725.42;300905936;285860639.2;;;73936737.16;-30785371.29;43151365.87;0.245714
01.356.517/0001-80;2025-03-31;1;0;;0;;0;;0;;0;0;19278294.39;18772740.47;-420750.36;-1484487.06;0;0;0;0;0;0;17104.7;17104.7;18874648.73;17305358.11;0;;0;;0;;0;;0;0;18874648.73;17305358.11;3930209.37;3930209.37;0;0;0;0;0;0;3930209.37;3930209.37;;;-196110.91;-196110.91;0;0;0;0;-802609.86;-802609.86;0;0;0;0;-4500;-4500;0;0;-3110420.7;-3110420.7;0;0;0;0;0;0;0;0;0;0;0;0;-1496163.75;-1496163.75;-5609805.22;-5609805.22;17195052.88;15625762.26;15625762.26;14844474.147;;;14844474.147;0;14844474.147;0.95
01.356.517/0001-80;2025-06-30;1;0;;0;;0;;0;;0;0;38383102.61;38373398.38;-705291.53;-705291.53;0;0;0;0;0;0;46221.16;46221.16;37724032.24;37714328.01;0;;0;;0;;0;;0;0;37724032.24;37714328.01;8787187.96;8787187.96;0;0;0;0;0;0;8787187.96;8787187.96;;;-416692.78;-416692.78;0;0;0;0;-1593826.3;-1593826.3;0;0;0;0;-11407.95;-11407.95;0;0;-2477358.88;-2477358.88;0;0;0;0;0;0;0;0;0;0;0;0;-2878049.3;-2717479.12;-7377335.21;-7216765.03;39133884.99;39284750.94;39284750.94;37320513.393;;;37320513.393;-37320513.39;0.003;0.95
01.356.517/0001-80;2025-09-30;1;17500000;17500000;-371692.27;-371692.27;0;0;0;0;17128307.73;17128307.73;58293061.15;58368376.98;-1010516.63;-1010516.63;0;0;0;0;0;0;71782.97;71782.97;57354327.49;57429643.32;0;0;0;0;0;0;0;0;0;0;74482635.22;74557951.05;14481590.46;14481590.46;0;0;0;0;0;0;14481590.46;14481590.46;;;-548576.91;-548576.91;0;0;0;0;-2415986.56;-2415986.56;0;0;0;0;-18631.8;-18631.8;0;0;-1221487.99;-1221487.99;0;0;0;0;0;0;0;0;0;0;0;0;-4783840.24;-4623270.06;-8988523.5;-8827953.32;79975702.18;80211588.19;80211588.19;76201008.7805;;;76201008.7805;-37320513.39;38880495.3905;0.95
01.356.517/0001-80;2025-12-31;1;61500000;61500000;-27791025.76;-27791025.76;0;0;0;0;33708974.24;33708974.24;78407501.13;78317553.67;-1430946.04;-1430946.04;0;0;0;0;0;0;94663.98;94663.98;77071219.07;76981271.61;0;0;0;0;0;0;0;0;0;0;110780193.31;110690245.85;22100078.31;22100078.31;0;0;0;0;0;0;22100078.31;22100078.31;;;-882407.1;-882407.1;0;0;0;0;-3246160.86;-3246160.86;0;0;0;0;-28263.6;-28263.6;0;0;-1495761.14;-1495761.14;0;0;0;0;0;0;0;0;0;0;0;0;-8608468.24;-8577345.43;-14261060.94;-14229938.13;118619210.68;118560386.03;118560386.03;112632366.7285;;;112632366.7285;-37320513.39;75311853.3385;0.95
01.497.954/0001-14;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;1362163.73;1297691.43;0;0;0;0;0;0;0;0;-506981.79;-506981.79;855181.94;790709.64;0;0;0;0;0;0;0;0;0;0;855181.94;790709.64;2301.6;2301.6;0;0;0;0;0;0;2301.6;2301.6;;;-59018.9;-57990.74;;;;;;;;;0;0;-20332.8;-20332.8;;;0;0;;;-19934.22;-19934.22;;;0;0;;;0;0;-13097.49;-12873.63;-112383.41;-111131.39;745100.13;681879.85;681879.85;647785.8575;;0;637499.9975;0;637499.9975;0.934915
01.497.954/0001-14;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;1353047.79;1351923.67;-2112.07;-2112.07;0;0;0;0;0;0;-461061.86;-461061.86;889873.86;888749.74;0;0;0;0;0;0;0;0;0;0;889873.86;888749.74;2642.01;2642.01;0;0;0;0;0;0;2642.01;2642.01;;;-61881.29;-78084.1;;;;;;;;;0;0;0;0;;;-10119.36;-10119.36;;;-19934.22;-19934.22;;;0;0;;;0;0;-22083.08;-21854.58;-114017.95;-129992.26;778497.92;761399.49;1443279.34;1371115.373;;0;1375000.003;-1330000;45000.003;0.952692
01.497.954/0001-14;2025-09-30;1;;;;;;;;;0;0;1467122.42;1423816.28;0;0;0;0;0;0;0;0;-571043.85;-571043.85;896078.57;852772.43;;;;;;;;;0;0;896078.57;852772.43;2548.42;2548.42;;;;;;;2548.42;2548.42;;;-64309.53;-77740.72;;;;;;;;;0;0;0;0;;;-5059.68;-5059.68;;;-19934.22;-19934.22;;;0;0;;;0;0;-20562.73;-20434.73;-109866.16;-123169.35;788760.83;732151.5;732151.5;695543.925;;;806250.005;-736250.01;69999.995;1.101207
01.497.954/0001-14;2025-12-31;1;;;;;;;;;0;0;1166114.62;1291476.29;0;0;0;0;0;0;6442751;0;-23512.63;-23383.63;7585352.99;1268092.66;;;;;;;;;0;0;7585352.99;1268092.66;4706.48;4706.48;;;;;;;4706.48;4706.48;;;-65766.48;-66400.95;;;;;;;;;0;0;0;0;;;-5059.62;-5059.62;;;-19934.22;-19934.22;;;-6000;-6000;;;0;0;-13607.9;-13694.4;-110368.22;-111089.19;7479691.25;1161709.95;1893591.45;1798911.8775;;;1906249.9975;-1871250;34999.9975;1.006685
01.601.918/0001-59;2025-03-31;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;-1052868.23;-230719.51;-1052868.23;-230719.51;;;-296800.48;0;;;;;-296800.48;0;-1349668.71;-230719.51;501473.2;501473.2;;;;;;;501473.2;501473.2;;;-167598.48;-167598.48;;;;;;;;;0;0;0;-18750;;;0;0;;;-13040.69;-13040.69;;;0;0;;;0;0;-27945.4;-27634.56;-208584.57;-227023.73;-1056780.08;43729.96;43729.96;41543.462;;0;0.002;0;0.002;0
01.601.918/0001-59;2025-06-30;1;;;;;;;;;0;0;0;0;-3950;-3950;0;0;0;0;0;0;1192652.08;-173939.53;1188702.08;-177889.53;;;-175844.2;0;;;;;-175844.2;0;1012857.88;-177889.53;288114.39;288114.39;;;;;;;288114.39;288114.39;;;-167598.48;-167598.48;;;;;;;;;0;0;0;0;;;-6324.54;-6324.54;;;-3935.35;-3935.35;;;0;0;;;-166.89;-166.89;-28109.07;-28109.07;-206134.33;-206134.33;1094837.94;-95909.47;-52179.51;0;;0;0;0;0;0
