CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
59.680.687/0001-04;2025-03-31;1;Matrícula 15735 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;737;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.14111815278758;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 7894 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;1612;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.308419906939882;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 13597 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;2;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.000358319392897903;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 16121 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;160;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.0306578302132731;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 52873 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;43;1;Direito de posse - Matrículas em processo de transferência;0.00833336505853319;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 2344 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;5;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.000956538688996004;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 12717 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;18;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.00341092131109085;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 12793 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;14;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.002661167155882;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 16543 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;5;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.000998358560478909;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 10837 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;1;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.000119146459101342;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 16122 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;48;1;Direito de posse - Matrículas serão transferidas após processo de consolidação e regularização por parte do vendedor (parte do pagamento vinculado a concretização do processo de regularização);0.00920526920432682;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 43645 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;127;1;Direito de posse - Matrículas em processo de transferência;0.0243928652850511;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 42621 - Cartório de Reg. de Imóveis de Curvelo MG;Zona Rural do Município de Felixlândia;321;1;Direito de posse - Matrículas em processo de transferência;0.0613521428121446;Renda
59.680.687/0001-04;2025-03-31;1;Matrícula 12814 - Cartório de Registro de  Três Maria / MG;Zona Rural do Município de Três Marias;354;1;Direito de posse - Matrículas em processo de transferência;0.0677345132990539;Renda
60.329.826/0001-20;2025-12-31;1;Novotel Sao Jose dos Campos;Avenida Doutor Nelson D'avila, 2200, Sem Complemento, Jardim São Dimas, São José Dos Campos/SP, Brasil, 12245-031;6433.75;1;Direito de propriedade;0.05624754201569;Renda
60.329.826/0001-20;2025-12-31;1;Novotel Sao Paulo Morumbi;Rua Ministro Nelson Hungria, 577, Sem Complemento, Vila Tramontano, São Paulo/SP, Brasil, 05690-050;100;1;Direito de propriedade;0.22451231732413;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Sao Carlos;Rua Passeio Dos Ipes, 140, Sem Complemento, Parque Faber Castell I, São Carlos/SP, Brasil, 13561-385;3784.58;1;Direito de propriedade;0.04506636775001;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Budget Paraiso;Rua Vergueiro, 1571, Sem Complemento, Vila Mariana, São Paulo/SP, Brasil, 04101-000;10999.4;1;Direito de propriedade;0.14487229933764;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Piracicaba;Avenida Armando Dedini, 125, Sem Complemento, Areão, Piracicaba/SP, Brasil, 13414-019;3224.64;1;Direito de propriedade;0.02551770567308;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Budget Piracicaba;Avenida Armando Dedini, 155, Sem Complemento, Areão, Piracicaba/SP, Brasil, 13414-019;2124.88;1;Direito de propriedade;0.0225264216619;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Sorocaba;Rua Senhora Maria Aparecida Pessutti Milego, 290, Sem Complemento, Parque Campolim, Sorocaba/SP, Brasil, 18048-140;6000;3;Direito de propriedade;0.04513311318958;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Paulinia;Rua Trinta E Um De Marco, 290, Sem Complemento, Fazenda Morumbi, São Paulo/SP, Brasil, 05657-030;3821.67;1;Direito de propriedade;0.04081836306985;Renda
60.329.826/0001-20;2025-12-31;1;Mama Shelter Rio de Janeiro;Rua Paschoal Carlos Magno, 5, Sem Complemento, Santa Teresa, Rio De Janeiro/RJ, Brasil, 20240-290;4000;2;Direito de propriedade;0.00232097806178;Renda
60.329.826/0001-20;2025-12-31;1;Mgallery Santa Tereza;Rua Almirante Alexandrino, 660, Sem Complemento, Santa Teresa, Rio De Janeiro/RJ, Brasil, 20241-263;2000;1;Direito de propriedade;0.00730445145597;Renda
60.329.826/0001-20;2025-12-31;1;Pullman Vila Olimpia;Rua Olimpiadas, 205, Sem Complemento, Vila Olímpia, São Paulo/SP, Brasil, 04551-000;2000;45;Direito de propriedade;0.10779954592433;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Sao Jose dos Campos  Dutra;Avenida Cidade Jardim, 101, Sem Complemento, Jardim Satélite, São José Dos Campos/SP, Brasil, 12231-675;4971.1;1;Direito de propriedade;0.04060146993293;Renda
60.329.826/0001-20;2025-12-31;1;Ibis Sao Jose do Rio Preto;Avenida Arthur Nonato, 4193, Sem Complemento, Jardim Santa Catarina, São José Do Rio Preto/SP, Brasil, 15080-010;2000;1;Direito de propriedade;0.04394594941894;Renda
60.551.924/0001-08;2025-06-30;2;Atibaia - Lago;Rua Prefeito Takao Ono, 380, Atibaia, São Paulo;1237;12;-;0.0290844371558499;Renda
60.551.924/0001-08;2025-06-30;2;Bragança Paulista - Lago Sul;Rua Alpheu Grimello, 1.020, Bragança Paulista, São Paulo;2147;12;-;0.0561697697734438;Renda
60.551.924/0001-08;2025-06-30;2;Campinas - Chácara Primavera;Rua Jasmim, 215, Campinas, São Paulo;1843;14;-;0.0812323019955193;Renda
60.551.924/0001-08;2025-06-30;2;Campinas - Parque Prado;Avenida Baden Powell, 1.929, Campinas, São Paulo;1634;14;-;0.0699214751471786;Renda
60.551.924/0001-08;2025-06-30;2;Cotia - Pátio Cotia;Avenida Antônio Mathias de Camargo, 512, Cotia, São Paulo;5801;43;-;0.0835852203111188;Renda
60.551.924/0001-08;2025-06-30;2;Embu das Artes - Elias Yazbek;Avenida Elias Yazbek, 708, Embu das Artes, São Paulo;1672;17;-;0.0426564472176456;Renda
60.551.924/0001-08;2025-06-30;2;Indaiatuba - Parque Ecológico;Avenida Engenheiro Fábio Roberto Barnabé, 2.685, Indaiatuba, São Paulo;6069;17;-;0.124122056655491;Renda
60.551.924/0001-08;2025-06-30;2;Jacareí - Centro;Rua Barão de Jacarteí, 591, Jacareí, São Paulo;2325;28;-;0.0351028329823217;Renda
60.551.924/0001-08;2025-06-30;2;Jacareí - Villa Branca;Avenida das Letras, 15, Jacareí, São Paulo;1480;14;-;0.0276051404922604;Renda
60.551.924/0001-08;2025-06-30;2;Paulínia - Jardim América;Avenida José Paulino, 2.279, Paulínia, São Paulo;3120;15;-;0.0892120542021484;Renda
60.551.924/0001-08;2025-06-30;2;Santo André - Pirelli;Rua Giovanni Battista Pirelli, 1.600, Santo André, São Paulo;2258;18;-;0.0551034448154521;Renda
60.551.924/0001-08;2025-06-30;2;São José dos Campos - Urbanova;Rua Ironman Victor Garrido com Rua Conrado Cruz, São José dos Campos, São Paulo;1493;12;-;0.03782926660297;Renda
60.551.924/0001-08;2025-06-30;2;São Paulo - Ellis Maas;Avenida Ellis Maas, 641, São Paulo, São Paulo;1867;17;-;0.0721388490899648;Renda
60.551.924/0001-08;2025-06-30;2;São Paulo - Jardim das Perdizes;Avenida Marquês de São Vicente, 2.219, São Paulo, São Paulo;2615;20;-;0.0911821822136083;Renda
60.551.924/0001-08;2025-06-30;2;Pernambucanas - Araçatuba;Rua Marechal Deodoro, 45/47, Araçatuba, São Paulo;1103;1;-;0.0178613790006025;Renda
60.551.924/0001-08;2025-06-30;2;Pernambucanas - Cubatão;Avenida Nove de Abril, 2.041, Cubatão, São Paulo;1671;1;-;0.0263620547373985;Renda
60.551.924/0001-08;2025-06-30;2;Pernambucanas - Goiânia;Avenida Anhanguera, 5.332, Goiânia, Goiás;2696;1;-;0.021706162167627;Renda
60.551.924/0001-08;2025-06-30;2;Pernambucanas - São Leopoldo;Rua Independência, 525, São Leopoldo, Rio Grande do Sul;1041;1;-;0.0391249254393993;Renda
60.551.924/0001-08;2025-09-30;1;Atibaia - Lago;Rua Prefeito Takao Ono, 380, Atibaia, São Paulo;1237;12;-;0.0292602923392379;Renda
60.551.924/0001-08;2025-09-30;1;Bragança Paulista - Lago Sul;Rua Alpheu Grimello, 1.020, Bragança Paulista, São Paulo;2147;12;-;0.0561875047202805;Renda
60.551.924/0001-08;2025-09-30;1;Campinas - Chácara Primavera;Rua Jasmim, 215, Campinas, São Paulo;1843;14;-;0.0810878326760765;Renda
60.551.924/0001-08;2025-09-30;1;Campinas - Parque Prado;Avenida Baden Powell, 1.929, Campinas, São Paulo;1634;14;-;0.0699187067898364;Renda
60.551.924/0001-08;2025-09-30;1;Cotia - Pátio Cotia;Avenida Antônio Mathias de Camargo, 512, Cotia, São Paulo;5801;43;-;0.0835789173549959;Renda
60.551.924/0001-08;2025-09-30;1;Embu das Artes - Elias Yazbek;Avenida Elias Yazbek, 708, Embu das Artes, São Paulo;1672;17;-;0.0426704725998846;Renda
60.551.924/0001-08;2025-09-30;1;Indaiatuba - Parque Ecológico;Avenida Engenheiro Fábio Roberto Barnabé, 2.685, Indaiatuba, São Paulo;6069;17;-;0.124139309444096;Renda
60.551.924/0001-08;2025-09-30;1;Jacareí - Centro;Rua Barão de Jacarteí, 591, Jacareí, São Paulo;2325;28;-;0.0351029359374978;Renda
60.551.924/0001-08;2025-09-30;1;Jacareí - Villa Branca;Avenida das Letras, 15, Jacareí, São Paulo;1480;14;-;0.0276219826008518;Renda
60.551.924/0001-08;2025-09-30;1;Paulínia - Jardim América;Avenida José Paulino, 2.279, Paulínia, São Paulo;3120;15;-;0.0892064432318723;Renda
60.551.924/0001-08;2025-09-30;1;Santo André - Pirelli;Rua Giovanni Battista Pirelli, 1.600, Santo André, São Paulo;2258;18;-;0.0551065209566019;Renda
60.551.924/0001-08;2025-09-30;1;São José dos Campos - Urbanova;Rua Ironman Victor Garrido com Rua Conrado Cruz, São José dos Campos, São Paulo;1493;12;-;0.0379324559503843;Renda
60.551.924/0001-08;2025-09-30;1;São Paulo - Ellis Maas;Avenida Ellis Maas, 641, São Paulo, São Paulo;1867;17;-;0.0721422242723454;Renda
60.551.924/0001-08;2025-09-30;1;São Paulo - Jardim das Perdizes;Avenida Marquês de São Vicente, 2.219, São Paulo, São Paulo;2615;20;-;0.0910192870205889;Renda
60.551.924/0001-08;2025-09-30;1;Pernambucanas - Araçatuba;Rua Marechal Deodoro, 45/47, Araçatuba, São Paulo;1103;1;-;0.0178768420129462;Renda
60.551.924/0001-08;2025-09-30;1;Pernambucanas - Cubatão;Avenida Nove de Abril, 2.041, Cubatão, São Paulo;1671;1;-;0.0263675124416961;Renda
60.551.924/0001-08;2025-09-30;1;Pernambucanas - Goiânia;Avenida Anhanguera, 5.332, Goiânia, Goiás;2696;1;-;0.0217054116730034;Renda
60.551.924/0001-08;2025-09-30;1;Pernambucanas - São Leopoldo;Rua Independência, 525, São Leopoldo, Rio Grande do Sul;1041;1;-;0.0390753479778039;Renda
60.551.924/0001-08;2025-12-31;1;São Paulo - Verbo Divino;Rua Verbo Divino, n° 986, São Paulo, SP;2890;26;Trata-se de uma SPE que detém o direito de uso do imóvel via contrato atípico de locação;0.0529;Renda
60.868.732/0001-20;2025-06-30;1;Imóvel de Fortaleza;Avenida Jose Saboia, 905, Sem Complemento, Cais Do Porto, Fortaleza/CE, Brasil, 60180-480;13977.17;1;Direito de Propriedade;0.757804;Renda
60.868.732/0001-20;2025-09-30;1;Moinho da Bahia;Avenida Estados Unidos, 863, Sem Complemento, Parque Das Nações, Santo André/SP, Brasil, 09210-300;5075.9;3;Direito de propriedade.;0.46159915858258;Renda
60.871.972/0001-83;2025-12-31;1;Edificio Loeb;Alameda Ministro Rocha Azevedo, 1334, Sem Complemento, Cerqueira César, São Paulo/SP, Brasil, 01410-003;393.84;3;Direito de Propriedade;0.04771173423149;Venda
61.090.977/0001-31;2025-12-31;1;Fazenda Paulista;Zona Rural, Cristalina/Go;6520000;;Matrícula 26.546, do Cartório de Registro de Imóveis de Cristalina/GO;;Renda
61.090.977/0001-31;2025-12-31;1;Fazenda Dadivosa;Zona Rural, Cristalina/Go;6900000;;Matrícula 11.030, do Cartório de Registro de Imóveis de Cristalina/GO;;Renda
61.112.477/0001-53;2025-12-31;1;SB_48826;Rua São Bento, 1;112.15;1;Nenhuma característica relevante;0.00857340707157453;Venda
61.112.477/0001-53;2025-12-31;1;SB_48827;Rua São Bento, 1;54.76;1;Nenhuma característica relevante;0.00418699715017793;Venda
61.112.477/0001-53;2025-12-31;1;SB_48828;Rua São Bento, 1;49.77;1;Nenhuma característica relevante;0.00381891143211641;Venda
61.112.477/0001-53;2025-12-31;1;SB_48829;Rua São Bento, 1;34.97;1;Nenhuma característica relevante;0.00272369767491501;Venda
61.112.477/0001-53;2025-12-31;1;SB_201;Rua São Bento, 1;267.37;1;Nenhuma característica relevante;0.00855316914626326;Venda
61.112.477/0001-53;2025-12-31;1;SB_202;Rua São Bento, 1;215.23;1;Nenhuma característica relevante;0.00689699008329246;Venda
61.112.477/0001-53;2025-12-31;1;SB_301;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00855316914626326;Venda
61.112.477/0001-53;2025-12-31;1;SB_302;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0115851024121408;Venda
61.112.477/0001-53;2025-12-31;1;SB_401;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00878905821005561;Venda
61.112.477/0001-53;2025-12-31;1;SB_402;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0119389360078293;Venda
61.112.477/0001-53;2025-12-31;1;SB_501;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00878905821005561;Venda
61.112.477/0001-53;2025-12-31;1;SB_502;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0119389360078293;Venda
61.112.477/0001-53;2025-12-31;1;SB_601;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00878905821005561;Venda
61.112.477/0001-53;2025-12-31;1;SB_602;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0119389360078293;Venda
61.112.477/0001-53;2025-12-31;1;SB_701;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00896597500789986;Venda
61.112.477/0001-53;2025-12-31;1;SB_702;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0121158528056736;Venda
61.112.477/0001-53;2025-12-31;1;SB_801;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00896597500789986;Venda
61.112.477/0001-53;2025-12-31;1;SB_802;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0121158528056736;Venda
61.112.477/0001-53;2025-12-31;1;SB_901;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00896597500789986;Venda
61.112.477/0001-53;2025-12-31;1;SB_902;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0121158528056736;Venda
61.112.477/0001-53;2025-12-31;1;SB_1001;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00914289180574412;Venda
61.112.477/0001-53;2025-12-31;1;SB_1002;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0123517418694659;Venda
61.112.477/0001-53;2025-12-31;1;SB_1101;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00914289180574412;Venda
61.112.477/0001-53;2025-12-31;1;SB_1102;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0123517418694659;Venda
61.112.477/0001-53;2025-12-31;1;SB_1201;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00914289180574412;Venda
61.112.477/0001-53;2025-12-31;1;SB_1202;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0123517418694659;Venda
61.112.477/0001-53;2025-12-31;1;SB_1301;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00931980860358837;Venda
61.112.477/0001-53;2025-12-31;1;SB_1302;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0125876309332582;Venda
61.112.477/0001-53;2025-12-31;1;SB_1401;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00931980860358837;Venda
61.112.477/0001-53;2025-12-31;1;SB_1402;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0125876309332582;Venda
61.112.477/0001-53;2025-12-31;1;SB_1501;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00931980860358837;Venda
61.112.477/0001-53;2025-12-31;1;SB_1502;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0125876309332582;Venda
61.112.477/0001-53;2025-12-31;1;SB_1601;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00943775313548454;Venda
61.112.477/0001-53;2025-12-31;1;SB_1602;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0128235199970506;Venda
61.112.477/0001-53;2025-12-31;1;SB_1701;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00943775313548454;Venda
61.112.477/0001-53;2025-12-31;1;SB_1702;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0128235199970506;Venda
61.112.477/0001-53;2025-12-31;1;SB_1801;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00943775313548454;Venda
61.112.477/0001-53;2025-12-31;1;SB_1802;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0128235199970506;Venda
61.112.477/0001-53;2025-12-31;1;SB_1901;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.0096146699333288;Renda
61.112.477/0001-53;2025-12-31;1;SB_1902;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0130004367948948;Renda
61.112.477/0001-53;2025-12-31;1;SB_2001;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.0096146699333288;Venda
61.112.477/0001-53;2025-12-31;1;SB_2002;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0130004367948948;Venda
61.112.477/0001-53;2025-12-31;1;SB_2101;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.0096146699333288;Venda
61.112.477/0001-53;2025-12-31;1;SB_2102;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0130004367948948;Venda
61.112.477/0001-53;2025-12-31;1;SB_2201;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00979158673117305;Venda
61.112.477/0001-53;2025-12-31;1;SB_2202;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0132363258586872;Venda
61.112.477/0001-53;2025-12-31;1;SB_2301;Rua São Bento, 1;267.83;1;Nenhuma característica relevante;0.00979158673117305;Venda
61.112.477/0001-53;2025-12-31;1;SB_2302;Rua São Bento, 1;362.55;1;Nenhuma característica relevante;0.0132363258586872;Venda
61.112.477/0001-53;2025-12-31;1;SB_2401;Rua São Bento, 1;439.33;1;Nenhuma característica relevante;0.0160488683188108;Venda
61.112.477/0001-53;2025-12-31;1;SB_2402;Rua São Bento, 1;559.17;1;Nenhuma característica relevante;0.0204073931452816;Venda
61.112.477/0001-53;2025-12-31;1;VI_101;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0133197263243035;Venda
61.112.477/0001-53;2025-12-31;1;VI_102;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0171432526900639;Venda
61.112.477/0001-53;2025-12-31;1;VI_201;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0133197263243035;Venda
61.112.477/0001-53;2025-12-31;1;VI_202;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0171432526900639;Venda
61.112.477/0001-53;2025-12-31;1;VI_301;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0136802625897951;Venda
61.112.477/0001-53;2025-12-31;1;VI_302;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0176150308176486;Venda
61.112.477/0001-53;2025-12-31;1;VI_401;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0136802625897951;Venda
61.112.477/0001-53;2025-12-31;1;VI_402;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0176150308176486;Venda
61.112.477/0001-53;2025-12-31;1;VI_501;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0136802625897951;Venda
61.112.477/0001-53;2025-12-31;1;VI_502;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0176150308176486;Venda
61.112.477/0001-53;2025-12-31;1;VI_601;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0139822005914493;Venda
61.112.477/0001-53;2025-12-31;1;VI_602;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0179688644133371;Venda
61.112.477/0001-53;2025-12-31;1;VI_701;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0139822005914493;Venda
61.112.477/0001-53;2025-12-31;1;VI_702;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0179688644133371;Venda
61.112.477/0001-53;2025-12-31;1;VI_801;Rua Visconde de Inhaúma, 83;463.29;1;Nenhuma característica relevante;0.0139822005914493;Venda
61.112.477/0001-53;2025-12-31;1;VI_802;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0179688644133371;Venda
61.112.477/0001-53;2025-12-31;1;VI_901;Rua Visconde de Inhaúma, 83;463.1;1;Nenhuma característica relevante;0.0142270342147071;Venda
61.112.477/0001-53;2025-12-31;1;VI_902;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0182637257430775;Venda
61.112.477/0001-53;2025-12-31;1;VI_1001;Rua Visconde de Inhaúma, 83;462.89;1;Nenhuma característica relevante;0.0142270342147071;Venda
61.112.477/0001-53;2025-12-31;1;VI_1002;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0182637257430775;Venda
61.112.477/0001-53;2025-12-31;1;VI_1101;Rua Visconde de Inhaúma, 83;462.63;1;Nenhuma característica relevante;0.0142270342147071;Venda
61.112.477/0001-53;2025-12-31;1;VI_1102;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0182637257430775;Venda
61.112.477/0001-53;2025-12-31;1;VI_1201;Rua Visconde de Inhaúma, 83;462.35;1;Nenhuma característica relevante;0.0144863043666134;Venda
61.112.477/0001-53;2025-12-31;1;VI_1202;Rua Visconde de Inhaúma, 83;591.06;1;Nenhuma característica relevante;0.0186175593387661;Venda
61.112.477/0001-53;2025-12-31;1;VI_1301;Rua Visconde de Inhaúma, 83;449.24;1;Nenhuma característica relevante;0.0140429420253758;Venda
61.112.477/0001-53;2025-12-31;1;VI_1401;Rua Visconde de Inhaúma, 83;448.85;1;Nenhuma característica relevante;0.0140429420253758;Venda
61.112.477/0001-53;2025-12-31;1;VI_1501;Rua Visconde de Inhaúma, 83;448.42;1;Nenhuma característica relevante;0.0142877756486336;Renda
61.112.477/0001-53;2025-12-31;1;VI_1601;Rua Visconde de Inhaúma, 83;447.96;1;Nenhuma característica relevante;0.0142877756486336;Venda
61.112.477/0001-53;2025-12-31;1;VI_1701;Rua Visconde de Inhaúma, 83;447.46;1;Nenhuma característica relevante;0.0142288033826855;Venda
61.112.477/0001-53;2025-12-31;1;VI_1801;Rua Visconde de Inhaúma, 83;622.69;1;Nenhuma característica relevante;0.0202002283517595;Renda
61.247.681/0001-81;2025-09-30;1;Scala Data Center - São João Meriti;Rodovia Presidente Dutra, 4300 - Área 3 - Jardim José Bonifácio;64462;1;n/a;1;Renda
61.272.325/0001-18;2025-09-30;1;LOG SÃO JOSÉ DOS PINHAIS II;BR 116, nº 7.401, Quadra 307, Bairro Quississana, CEP 83.085-058São José dos Pinhais, Estado do Paraná;40981.38;1;n/a;0.4143;Renda
61.272.325/0001-18;2025-09-30;1;HORTOLÂNDIA INCORPORAÇÃO;Rua Pérola, nº 200, Sala 1, Bairro Jardim Santa Esmeralda, CEP 13.186-546Cidade de Hortolândia, Estado de São Paulo;53591.56;3;n/a;0.5179;Renda
61.518.537/0001-32;2025-09-30;1;Edifício Citadel I;Rua Bela Cintra, 986, Consolação, São Paulo - SP;12358.2;60;Imóvel urbano comercial, escritório (prédio), acabado e para renda registrado no 13º Oficial de Registro de Imóveis de São Paulo.;1;Renda
61.848.349/0001-72;2025-09-30;1;Helbor Vila Olimpia;Rua Funchal, n.º 65, Vila Olímpia, São Paulo - SP;1044.9;15;N/A;0.532804714877655;Venda
61.848.349/0001-72;2025-09-30;1;Helbor Vila Mariana;Rua Domingos de Morais nºs 930, 944, 954, 964 e 976 e Rua França Pinto nºs 64 e 70;1254.24;11;N/A;0.191958818967396;Venda
61.848.349/0001-72;2025-09-30;1;Helbor Alegria;Avenida Doutor Benedicto Laporte Vieira da Motta, Área 7, sob nº 183 no Distrito, Município e Comarca;1487.81;15;N/A;0.147267129608744;Venda
61.848.349/0001-72;2025-09-30;1;Helbor Curitiba;Rua Governador Agamenon Magalhães, nº 78 e na Rua João Dranka, nº 81- Curitiba - PR;1063.95;26;N/A;0.127969336546205;Venda
61.848.349/0001-72;2025-12-31;2;Helbor Vila Mariana II;Rua Domingos de Morais nºs 930, 944, 954, 964 e 976 e Rua França Pinto nºs 64 e 70;503.34;4;N/A;0.0931820137553213;Venda
61.848.349/0001-72;2025-12-31;2;Helbor Alegria II;Avenida Doutor Benedicto Laporte Vieira da Motta, Área 7, sob nº 183 no Distrito, Município e Comarca;703.66;6;N/A;0.0252;Venda
61.848.349/0001-72;2025-12-31;2;Helbor Curitiba II;Rua Governador Agamenon Magalhães, nº 78 e na Rua João Dranka, nº 81- Curitiba - PR;1155.45;29;N/A;0.108719103231336;Venda
