CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto;Ano de Referência;CNPJ_Fundo
43.862.625/0001-75;2023-12-31;1;Imóveis para venda em construção;Basílio 177;NÃO HOUVE ATRASO NA EVOLUÇÃO DE OBRA.Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto.;NÃO HOUVE CUSTOS SUPERIORES AO PREVISTO.A evolução física não inclui a demolição. Porém, por uma questão de planejamento e acompanhamento de fluxo de caixa, a evoluçõo dos custos acima indicada inclui os custos de demolição.O valor realizado foi menor do que o previsto devido à estratégia adotada nas negociações comerciais dos contratos iniciais, que permitiu a postergação de alguns pagamentos previamente previstos, sem implicar na evolução física planejada.;2023;
45.742.247/0001-11;2023-03-31;2;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2201;;;2023;
45.742.247/0001-11;2023-03-31;2;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2801;;;2023;
45.742.247/0001-11;2023-03-31;2;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2402;;;2023;
45.742.247/0001-11;2023-03-31;2;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2601;;;2023;
45.742.247/0001-11;2023-06-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2601;;;2023;
45.742.247/0001-11;2023-06-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2201;;;2023;
45.742.247/0001-11;2023-06-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2801;;;2023;
45.742.247/0001-11;2023-06-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2402;;;2023;
45.742.247/0001-11;2023-09-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2402;;;2023;
45.742.247/0001-11;2023-09-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2201;;;2023;
45.742.247/0001-11;2023-09-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2601;;;2023;
45.742.247/0001-11;2023-09-30;1;Imóveis para venda em construção;Oscar Freire Unlimited By You Inc - Unidade 2801;;;2023;
46.157.348/0001-98;2023-03-31;3;Imóveis para renda em construção;MOB STATION SANTA CRUZ;;;2023;
46.157.348/0001-98;2023-06-30;1;Imóveis para renda em construção;YOUR OSCAR FREIRE;;;2023;
46.157.348/0001-98;2023-06-30;1;Imóveis para renda em construção;MOEMA VIDA NOVA;;;2023;
46.157.348/0001-98;2023-06-30;1;Imóveis para renda em construção;MOB STATION SANTA CRUZ;;;2023;
46.157.348/0001-98;2023-09-30;1;Imóveis para renda em construção;YOUR OSCAR FREIRE;;;2023;
46.157.348/0001-98;2023-09-30;1;Imóveis para renda em construção;MOB STATION SANTA CRUZ;;;2023;
46.157.348/0001-98;2023-09-30;1;Imóveis para renda em construção;MOEMA VIDA NOVA;;;2023;
46.157.348/0001-98;2023-12-29;1;Imóveis para renda em construção;HELBOR VILA OLIMPIA HOME & STY;;;2023;
46.157.348/0001-98;2023-12-29;1;Imóveis para renda em construção;YOUR OSCAR FREIRE;;;2023;
46.157.348/0001-98;2023-12-29;1;Imóveis para renda em construção;PATTEO KLABIN;;;2023;
46.285.299/0001-79;2023-03-31;1;Imóveis para venda em construção;Não se aplica;Não se aplica;Não se aplica;2023;
46.285.299/0001-79;2023-06-30;1;Imóveis para venda em construção;Não se aplica;Não se aplica;Não se aplica;2023;
46.285.299/0001-79;2023-09-30;1;Imóveis para venda em construção;Não se aplica;Não se aplica;Não se aplica;2023;
46.285.299/0001-79;2023-12-31;1;Imóveis para venda em construção;Não se aplica;Não se aplica;Não se aplica;2023;
47.136.369/0001-90;2023-03-31;1;Imóveis para venda em construção;Edifício sem nome da Rua Sete de Abril, 309 - República - São Paulo/SP;O projeto está em aprovação. A obra tem previsão de início para o terceiro trimestre de 2023;Não houve desvios de custos;2023;
47.136.369/0001-90;2023-06-30;1;Imóveis para venda em construção;Edifício sem nome da Rua Sete de Abril, 309 - República - São Paulo/SP;A conclusão da aprovação do projeto e a emissão do alvará de aprovação ocorreu em abril/23. o Alvará de execução está em processo de emissão, devendo ser emitido entre agosto e setembro/23. O início de obras está previsto para outubro/2023. Até o final do segundo trimestre foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Por isso não estão representados como % de evolução de obra.;Não houve desvios de custos;2023;
47.136.369/0001-90;2023-09-30;1;Imóveis para venda em construção;Edifício sem nome da Rua Sete de Abril, 309 - República - São Paulo/SP;A conclusão da aprovação do projeto e a emissão do alvará de aprovação ocorreu em abril/23. o Alvará de execução foi emitido em setembro/23. O início de obras está previsto para final de outubro/2023 - início de novembro/23. Até o final do terceiro trimestre foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Por isso não estão representados como % de evolução de obra.;Não houve desvios de custos;2023;
47.136.369/0001-90;2023-12-31;1;Imóveis para venda em construção;Basílio 177;NÃO HOUVE ATRASO NA EVOLUÇÃO DE OBRA.Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto.;NÃO HOUVE CUSTOS SUPERIORES AO PREVISTO.A evolução física não inclui a demolição. Porém, por uma questão de planejamento e acompanhamento de fluxo de caixa, a evoluçõo dos custos acima indicada inclui os custos de demolição.O valor realizado foi menor do que o previsto devido à estratégia adotada nas negociações comerciais dos contratos iniciais, que permitiu a postergação de alguns pagamentos previamente previstos, sem implicar na evolução física planejada.;2023;
49.553.783/0001-20;2023-09-30;1;Imóveis para venda em construção;YOU Unlimited;;A obra está adiantada 2,92% em relação ao previsto no cronograma.O Cronograma incial foi reajustado pela YouInc em 19/07/23, tornando a curva mais conservadora e aderente ao planejamento daconstrutora, sem dilatação do prazo final de obra;2023;
49.553.783/0001-20;2023-12-31;1;Imóveis para venda em construção;YOU Unlimited;;A obra está adiantada 2,92% em relação ao previsto no cronograma.O Cronograma incial foi reajustado pela YouInc em 19/07/23, tornando a curva mais conservadora e aderente ao planejamento daconstrutora, sem dilatação do prazo final de obra;2023;
49.553.783/0001-20;2023-12-31;1;Imóveis para venda em construção;Haia Boa Vista - GRM;A obra encontra-se atrasada devido o atraso no início dos serviços, consequentemente atrasando a execução da fundação.;;2023;
50.180.894/0001-17;2023-09-30;1;Imóveis para renda em construção;NEW PATTEO;;;2023;
50.180.894/0001-17;2023-09-30;1;Imóveis para renda em construção;PATTEO SÃO BERNARDO;;;2023;
50.180.894/0001-17;2023-09-30;1;Imóveis para renda em construção;MY WAY GUANABARA;;;2023;
50.180.894/0001-17;2023-09-30;1;Imóveis para renda em construção;VILA NOVA;;;2023;
50.180.894/0001-17;2023-12-31;2;Imóveis para renda em construção;MY WAY GUANABARA;;;2023;
50.180.894/0001-17;2023-12-31;2;Imóveis para renda em construção;VILA NOVA;;;2023;
50.180.894/0001-17;2023-12-31;2;Imóveis para renda em construção;NEW PATTEO;;;2023;
50.180.894/0001-17;2023-12-31;2;Imóveis para renda em construção;PATTEO SÃO BERNARDO;;;2023;
50.569.855/0001-06;2023-12-29;1;Imóveis para renda em construção;;;;2023;
50.750.438/0001-65;2023-12-31;2;Imóveis para venda em construção;You Oscar - Unidades 2201;;;2023;
50.750.438/0001-65;2023-12-31;2;Imóveis para venda em construção;You Oscar - Unidades 2402;;;2023;
50.750.438/0001-65;2023-12-31;2;Imóveis para venda em construção;You Oscar - Unidades 2601;;;2023;
50.750.438/0001-65;2023-12-31;2;Imóveis para venda em construção;You Oscar - Unidades 2801;;;2023;
50.957.247/0001-79;2023-12-29;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;;;2023;
50.957.247/0001-79;2023-12-29;1;Imóveis para renda em construção;ANITA_GARIBALDI;;;2023;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2022;
01.235.622/0001-61;2022-03-31;3;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2022;
01.235.622/0001-61;2022-06-30;2;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;S Design;Replanejamento de cronograma devido a queda do muro na edificação vizinha.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Lineu 708;Atraso na mobilização do maquinário para a execução das estacas.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2022;
01.235.622/0001-61;2022-09-30;2;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Lineu 708;N.A.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;S Design;Replanejamento de cronograma.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Maison Laranjeiras;N.A.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2022;
01.235.622/0001-61;2022-12-31;2;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2022;
03.683.056/0001-86;2022-03-31;1;Imóveis para renda em construção;Edifício Alameda Santos;Evolução está de acordo com o previsto;Cronograma de obras está sendo seguindo dentro do baseline e ajustado ao calendário reprogramado de obra;2022;
03.683.056/0001-86;2022-06-30;1;Imóveis para renda em construção;Edifício Alameda Santos;Evolução está de acordo com o previsto;Cronograma de obras está sendo seguindo dentro do baseline e ajustado ao calendário reprogramado de obra;2022;
08.417.532/0001-30;2022-03-31;1;Imóveis para renda em construção;Expansão Lubrax;;;2022;
08.417.532/0001-30;2022-06-30;1;Imóveis para renda em construção;Expansão Lubrax;;;2022;
08.417.532/0001-30;2022-09-30;1;Imóveis para renda em construção;Expansão Lubrax;;;2022;
08.417.532/0001-30;2022-12-31;1;Imóveis para renda em construção;Expansão Lubrax;;;2022;
08.693.497/0001-82;2022-12-31;2;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada;2022;
11.839.593/0001-09;2022-09-30;1;Imóveis para renda em construção;BTLG  - SBC | SP;não aplicavel;não aplicavel;2022;
12.516.185/0001-70;2022-06-30;1;Imóveis para renda em construção;Castelo 57 Business Park;;;2022;
12.516.185/0001-70;2022-09-30;1;Imóveis para renda em construção;Castelo 57 Business Park;;;2022;
12.989.974/0001-29;2022-03-31;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-03-31;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-03-31;2;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-06-30;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-06-30;2;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-06-30;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-09-30;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-09-30;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-09-30;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-12-31;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-12-31;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.;2022;
12.989.974/0001-29;2022-12-31;2;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.;2022;
13.320.290/0001-00;2022-03-31;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;;2022;
13.320.290/0001-00;2022-03-31;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;;2022;
13.320.290/0001-00;2022-06-30;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;;2022;
13.320.290/0001-00;2022-06-30;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;;2022;
13.320.290/0001-00;2022-09-30;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;;2022;
13.320.290/0001-00;2022-09-30;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;;2022;
13.320.290/0001-00;2022-12-31;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;;2022;
13.320.290/0001-00;2022-12-31;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;;2022;
13.584.584/0001-31;2022-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica;2022;
13.584.584/0001-31;2022-06-30;2;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica;2022;
13.584.584/0001-31;2022-09-30;2;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica;2022;
13.584.584/0001-31;2022-12-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica;2022;
13.703.596/0001-38;2022-03-31;1;Imóveis para renda em construção;Não possui informação apresentada.;;;2022;
13.703.596/0001-38;2022-06-30;1;Imóveis para renda em construção;Não possui informação apresentada.;;;2022;
13.703.596/0001-38;2022-09-30;1;Imóveis para renda em construção;Não possui informação apresentada.;;;2022;
13.703.596/0001-38;2022-12-31;1;Imóveis para renda em construção;Não possui informação apresentada.;;;2022;
13.726.079/0001-84;2022-03-31;2;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica;2022;
13.726.079/0001-84;2022-06-30;2;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica;2022;
13.726.079/0001-84;2022-09-30;2;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica;2022;
13.726.079/0001-84;2022-12-31;2;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica;2022;
14.609.653/0001-87;2022-03-31;1;Imóveis para renda em construção;JHSF Aeroporto;;;2022;
14.609.653/0001-87;2022-06-30;1;Imóveis para renda em construção;JHSF Aeroporto;;;2022;
14.609.653/0001-87;2022-09-30;1;Imóveis para renda em construção;JHSF Aeroporto;;;2022;
14.609.653/0001-87;2022-12-31;1;Imóveis para renda em construção;JHSF Aeroporto;;;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2022;
14.721.889/0001-00;2022-06-30;2;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2022;
14.721.889/0001-00;2022-09-30;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2022;
14.721.889/0001-00;2022-12-31;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2022;
15.461.076/0001-91;2022-03-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;;2022;
15.461.076/0001-91;2022-03-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2022;
15.461.076/0001-91;2022-03-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2022;
15.461.076/0001-91;2022-03-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2022;
15.461.076/0001-91;2022-03-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;;2022;
15.461.076/0001-91;2022-03-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;;2022;
15.461.076/0001-91;2022-06-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;;2022;
15.461.076/0001-91;2022-06-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2022;
15.461.076/0001-91;2022-06-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2022;
15.461.076/0001-91;2022-06-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;;2022;
15.461.076/0001-91;2022-06-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;;2022;
15.461.076/0001-91;2022-06-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2022;
15.461.076/0001-91;2022-09-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;;2022;
15.461.076/0001-91;2022-09-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2022;
15.461.076/0001-91;2022-09-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2022;
15.461.076/0001-91;2022-09-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;;2022;
15.461.076/0001-91;2022-09-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2022;
15.461.076/0001-91;2022-09-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;;2022;
15.461.076/0001-91;2022-12-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;;2022;
15.461.076/0001-91;2022-12-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;;2022;
15.461.076/0001-91;2022-12-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;;2022;
15.461.076/0001-91;2022-12-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2022;
15.461.076/0001-91;2022-12-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2022;
15.461.076/0001-91;2022-12-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2022;
16.915.968/0001-88;2022-12-31;2;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto;2022;
17.211.882/0001-37;2022-03-31;1;Imóveis para renda em construção;.;.;.;2022;
17.211.882/0001-37;2022-06-30;1;Imóveis para renda em construção;.;.;.;2022;
17.311.079/0001-74;2022-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2022;
17.311.079/0001-74;2022-06-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2022;
17.311.079/0001-74;2022-09-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2022;
17.311.079/0001-74;2022-12-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2022;
18.259.637/0001-62;2022-12-31;1;Imóveis para venda em construção;;;;2022;
18.259.637/0001-62;2022-12-31;1;Imóveis para renda em construção;;;;2022;
18.369.510/0001-04;2022-03-31;2;Imóveis para renda em construção;.;.;.;2022;
18.369.510/0001-04;2022-06-30;1;Imóveis para renda em construção;.;.;.;2022;
18.369.510/0001-04;2022-09-30;1;Imóveis para renda em construção;.;.;.;2022;
18.369.510/0001-04;2022-12-31;1;Imóveis para renda em construção;.;.;.;2022;
20.265.467/0001-70;2022-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica;2022;
20.265.467/0001-70;2022-06-30;1;Imóveis para renda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada;2022;
20.265.467/0001-70;2022-09-30;1;Imóveis para renda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada;2022;
20.265.467/0001-70;2022-12-31;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada;2022;
24.853.044/0001-22;2022-03-31;1;Imóveis para renda em construção;Castelo 57 Business Park;;;2022;
24.853.044/0001-22;2022-06-30;3;Imóveis para renda em construção;Castelo 57 Business Park;;;2022;
24.853.044/0001-22;2022-09-30;1;Imóveis para renda em construção;Castelo 57 Business Park;;;2022;
24.853.044/0001-22;2022-12-31;2;Imóveis para renda em construção;Castelo 57 Business Park;;;2022;
26.191.053/0001-20;2022-12-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada;2022;
