CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto;Ano de Referência;CNPJ_Fundo
14.721.889/0001-00;2024-03-31;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2024;
14.721.889/0001-00;2024-03-31;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2024;
14.721.889/0001-00;2024-03-31;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2024;
14.721.889/0001-00;2024-03-31;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2024;
14.721.889/0001-00;2024-03-31;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2024;
14.721.889/0001-00;2024-06-28;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2024;
14.721.889/0001-00;2024-09-30;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.;2024;
14.721.889/0001-00;2024-12-31;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.;2024;
15.461.076/0001-91;2024-03-28;1;Imóveis para renda em construção;31 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2024;
15.461.076/0001-91;2024-03-28;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2024;
15.461.076/0001-91;2024-03-28;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;;2024;
15.461.076/0001-91;2024-03-28;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2024;
15.461.076/0001-91;2024-06-28;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2024;
15.461.076/0001-91;2024-06-28;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2024;
15.461.076/0001-91;2024-06-28;1;Imóveis para renda em construção;28 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2024;
15.461.076/0001-91;2024-06-28;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;;2024;
15.461.076/0001-91;2024-09-30;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;;2024;
15.461.076/0001-91;2024-09-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2024;
15.461.076/0001-91;2024-09-30;1;Imóveis para renda em construção;25 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2024;
15.461.076/0001-91;2024-09-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2024;
15.461.076/0001-91;2024-12-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;;2024;
15.461.076/0001-91;2024-12-31;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;;2024;
15.461.076/0001-91;2024-12-31;1;Imóveis para renda em construção;43 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;;2024;
15.461.076/0001-91;2024-12-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;;2024;
16.915.968/0001-88;2024-03-31;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto;2024;
16.915.968/0001-88;2024-06-28;1;Imóveis para renda em construção;Paes de Barros;de acordo com o previsto;de acordo com o previsto;2024;
16.915.968/0001-88;2024-06-28;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto;2024;
16.915.968/0001-88;2024-09-30;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto;2024;
16.915.968/0001-88;2024-09-30;1;Imóveis para renda em construção;Paes de Barros;de acordo com o previsto;de acordo com o previsto;2024;
16.915.968/0001-88;2024-12-31;1;Imóveis para renda em construção;Paes de Barros;de acordo com o previsto;de acordo com o previsto;2024;
16.915.968/0001-88;2024-12-31;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto;2024;
17.311.079/0001-74;2024-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2024;
17.311.079/0001-74;2024-06-30;2;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2024;
17.311.079/0001-74;2024-09-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2024;
17.311.079/0001-74;2024-12-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica;2024;
18.259.637/0001-62;2024-03-31;1;Imóveis para renda em construção;;;;2024;
